案件, 縣市, 鄉鎮市區, 同意票數, 不同意票數, 有效票數, 投票權人數
c14, 臺中市, 梧棲區, 7603, 17622, 25225, 47040
c14, 臺中市, 沙鹿區, 12165, 27773, 39938, 74207
c14, 臺中市, 清水區, 12030, 27156, 39186, 71528
c14, 臺中市, 潭子區, 15517, 33540, 49057, 89487
c14, 臺中市, 烏日區, 10429, 23671, 34100, 61705
c14, 臺中市, 石岡區, 1890, 5229, 7119, 12880
c14, 臺中市, 神岡區, 8920, 21601, 30521, 54565
c14, 臺中市, 西區, 18475, 34789, 53264, 95040
c14, 臺中市, 西屯區, 34071, 67645, 101716, 183814
c14, 臺中市, 豐原區, 23853, 53873, 77726, 136658
c14, 臺中市, 霧峰區, 8969, 22232, 31201, 55225
c14, 臺中市, 龍井區, 10845, 23194, 34039, 63584
c14, 臺北市, , 469793, 762277, 1232070, 2228430
c14, 臺北市, 中山區, 41628, 64606, 106234, 195148
c14, 臺北市, 中正區, 26803, 45286, 72089, 128292
c14, 臺北市, 信義區, 39545, 66509, 106054, 190444
c14, 臺北市, 內湖區, 52075, 81158, 133233, 236824
c14, 臺北市, 北投區, 43826, 70478, 114304, 213250
c14, 臺北市, 南港區, 21854, 35073, 56927, 101907
c14, 臺北市, 士林區, 50658, 80462, 131120, 241854
c14, 臺北市, 大同區, 23597, 35491, 59088, 107557
c14, 臺北市, 大安區, 53370, 87228, 140598, 252645
c14, 臺北市, 文山區, 47668, 82459, 130127, 227211
c14, 臺北市, 松山區, 36698, 59358, 96056, 169278
c14, 臺北市, 萬華區, 32071, 54169, 86240, 164020
c14, 臺南市, , 257730, 515188, 772918, 1594821
c14, 臺南市, 七股區, 2603, 5898, 8501, 19950
c14, 臺南市, 下營區, 2968, 6079, 9047, 20947
c14, 臺南市, 中西區, 12063, 22317, 34380, 65261
c14, 臺南市, 仁德區, 10442, 22130, 32572, 64632
c14, 臺南市, 佳里區, 7962, 16801, 24763, 50407
c14, 臺南市, 六甲區, 2846, 5630, 8476, 19144
c14, 臺南市, 北區, 19963, 37147, 57110, 110906
c14, 臺南市, 北門區, 1237, 2600, 3837, 9925
c14, 臺南市, 南化區, 974, 2417, 3391, 7786
c14, 臺南市, 南區, 17491, 35260, 52751, 108650
c14, 臺南市, 善化區, 6753, 12468, 19221, 39950
c14, 臺南市, 大內區, 1076, 2658, 3734, 8654
c14, 臺南市, 學甲區, 3070, 6899, 9969, 22567
c14, 臺南市, 安南區, 26267, 52189, 78456, 159654
c14, 臺南市, 安定區, 4048, 8901, 12949, 26104
c14, 臺南市, 安平區, 9422, 17626, 27048, 55379
c14, 臺南市, 官田區, 3074, 5324, 8398, 18675
c14, 臺南市, 將軍區, 2193, 5225, 7418, 17754
c14, 臺南市, 山上區, 852, 1766, 2618, 6511
c14, 臺南市, 左鎮區, 447, 1308, 1755, 4418
c14, 臺南市, 後壁區, 2733, 5938, 8671, 20841
c14, 臺南市, 新化區, 5988, 12714, 18702, 37296
c14, 臺南市, 新市區, 4981, 10371, 15352, 30386
c14, 臺南市, 新營區, 10002, 20659, 30661, 64949
c14, 臺南市, 東區, 27901, 52576, 80477, 153359
c14, 臺南市, 東山區, 1904, 4405, 6309, 18471
c14, 臺南市, 柳營區, 2607, 5834, 8441, 18804
c14, 臺南市, 楠西區, 892, 2621, 3513, 8528
c14, 臺南市, 歸仁區, 9985, 18947, 28932, 57387
c14, 臺南市, 永康區, 32872, 63632, 96504, 195001
c14, 臺南市, 玉井區, 1543, 4001, 5544, 12357
c14, 臺南市, 白河區, 3182, 6671, 9853, 24894
c14, 臺南市, 西港區, 3094, 6473, 9567, 21564
c14, 臺南市, 關廟區, 4616, 10284, 14900, 29913
c14, 臺南市, 鹽水區, 3142, 6633, 9775, 22121
c14, 臺南市, 麻豆區, 6054, 11606, 17660, 37963
c14, 臺南市, 龍崎區, 483, 1180, 1663, 3713
c14, 臺東縣, , 23365, 65685, 89050, 185996
c14, 臺東縣, 卑南鄉, 1956, 5204, 7160, 14976
c14, 臺東縣, 大武鄉, 621, 1713, 2334, 5266
c14, 臺東縣, 太麻里鄉, 1099, 3268, 4367, 9666
c14, 臺東縣, 延平鄉, 352, 1135, 1487, 2930
c14, 臺東縣, 成功鎮, 1189, 4309, 5498, 12426
c14, 臺東縣, 東河鄉, 788, 2203, 2991, 7635
c14, 臺東縣, 池上鄉, 818, 2187, 3005, 7162
c14, 臺東縣, 海端鄉, 351, 1281, 1632, 3278
c14, 臺東縣, 綠島鄉, 481, 1040, 1521, 3579
c14, 臺東縣, 臺東市, 12117, 33290, 45407, 87803
c14, 臺東縣, 蘭嶼鄉, 417, 1093, 1510, 4181
c14, 臺東縣, 達仁鄉, 373, 1312, 1685, 3137
c14, 臺東縣, 金峰鄉, 453, 1217, 1670, 3028
c14, 臺東縣, 長濱鄉, 562, 1793, 2355, 6484
c14, 臺東縣, 關山鎮, 924, 2596, 3520, 7509
c14, 臺東縣, 鹿野鄉, 864, 2044, 2908, 6936
c14, 花蓮縣, , 36102, 100144, 136246, 278059
c14, 花蓮縣, 光復鄉, 1246, 3966, 5212, 11417
c14, 花蓮縣, 卓溪鄉, 551, 2007, 2558, 4947
c14, 花蓮縣, 吉安鄉, 9393, 26662, 36055, 72116
c14, 花蓮縣, 壽豐鄉, 2161, 5885, 8046, 15847
c14, 花蓮縣, 富里鄉, 913, 2810, 3723, 9065
c14, 花蓮縣, 新城鄉, 2336, 6293, 8629, 17029
c14, 花蓮縣, 玉里鎮, 2279, 6432, 8711, 20650
c14, 花蓮縣, 瑞穗鄉, 1029, 3532, 4561, 10279
c14, 花蓮縣, 秀林鄉, 1602, 4402, 6004, 12562
c14, 花蓮縣, 花蓮市, 12198, 31255, 43453, 84807
c14, 花蓮縣, 萬榮鄉, 667, 2014, 2681, 5269
c14, 花蓮縣, 豐濱鄉, 485, 1248, 1733, 4395
c14, 花蓮縣, 鳳林鎮, 1242, 3638, 4880, 9676
c14, 苗栗縣, , 69712, 177248, 246960, 461580
c14, 苗栗縣, 三灣鄉, 800, 2345, 3145, 5852
c14, 苗栗縣, 三義鄉, 1971, 5796, 7767, 13889
c14, 苗栗縣, 公館鄉, 4235, 11312, 15547, 28318
c14, 苗栗縣, 卓蘭鎮, 2247, 5873, 8120, 14772
c14, 苗栗縣, 南庄鄉, 1088, 2956, 4044, 8784
c14, 苗栗縣, 大湖鄉, 1679, 4573, 6252, 12653
c14, 苗栗縣, 後龍鎮, 4624, 11173, 15797, 30948
c14, 苗栗縣, 泰安鄉, 727, 2542, 3269, 5180
c14, 苗栗縣, 獅潭鄉, 436, 1421, 1857, 3968
c14, 苗栗縣, 竹南鎮, 11195, 25219, 36414, 68528
c14, 苗栗縣, 苑裡鎮, 5758, 15032, 20790, 38890
c14, 苗栗縣, 苗栗市, 11499, 29449, 40948, 74249
c14, 苗栗縣, 西湖鄉, 927, 2377, 3304, 6382
c14, 苗栗縣, 通霄鎮, 4317, 10427, 14744, 29709
c14, 苗栗縣, 造橋鄉, 1613, 4303, 5916, 11027
c14, 苗栗縣, 銅鑼鄉, 2188, 5976, 8164, 15424
c14, 苗栗縣, 頭份市, 12822, 32287, 45109, 83617
c14, 苗栗縣, 頭屋鄉, 1586, 4187, 5773, 9390
c14, 連江縣, , 1493, 4083, 5576, 11205
c14, 連江縣, 北竿鄉, 247, 829, 1076, 2125
c14, 連江縣, 南竿鄉, 790, 2397, 3187, 6461
c14, 連江縣, 東引鄉, 271, 285, 556, 1138
c14, 連江縣, 莒光鄉, 185, 572, 757, 1481
c14, 金門縣, , 10414, 31439, 41853, 122695
c14, 金門縣, 烈嶼鄉, 823, 3243, 4066, 11676
c14, 金門縣, 烏坵鄉, 37, 124, 161, 567
c14, 金門縣, 金城鎮, 3216, 9370, 12586, 37815
c14, 金門縣, 金寧鄉, 3026, 6725, 9751, 28162
c14, 金門縣, 金沙鎮, 1191, 5049, 6240, 18560
c14, 金門縣, 金湖鎮, 2121, 6928, 9049, 25915
c14, 雲林縣, , 83844, 196025, 279869, 584480
c14, 雲林縣, 二崙鄉, 3016, 7007, 10023, 23367
c14, 雲林縣, 元長鄉, 2580, 6422, 9002, 22830
c14, 雲林縣, 北港鎮, 5355, 11642, 16997, 33958
c14, 雲林縣, 口湖鄉, 2889, 7343, 10232, 24193
c14, 雲林縣, 古坑鄉, 3823, 9653, 13476, 27477
c14, 雲林縣, 四湖鄉, 2046, 5442, 7488, 20983
c14, 雲林縣, 土庫鎮, 3521, 8220, 11741, 24412
c14, 雲林縣, 大埤鄉, 2326, 5471, 7797, 16509
c14, 雲林縣, 崙背鄉, 2900, 6510, 9410, 21050
c14, 雲林縣, 斗六市, 14769, 34352, 49121, 89761
c14, 雲林縣, 斗南鎮, 6245, 14041, 20286, 38138
c14, 雲林縣, 東勢鄉, 1805, 4192, 5997, 13239
c14, 雲林縣, 林內鄉, 2451, 5524, 7975, 15551
c14, 雲林縣, 水林鄉, 2789, 6007, 8796, 22508
c14, 雲林縣, 臺西鄉, 2308, 6511, 8819, 21125
c14, 雲林縣, 莿桐鄉, 3806, 8512, 12318, 24570
c14, 雲林縣, 虎尾鎮, 8894, 20574, 29468, 58167
c14, 雲林縣, 褒忠鄉, 1690, 3767, 5457, 11381
c14, 雲林縣, 西螺鎮, 5739, 12903, 18642, 38142
c14, 雲林縣, 麥寮鄉, 4892, 11932, 16824, 37119
c14, 高雄市, , 427186, 885698, 1312884, 2353342
c14, 高雄市, 三民區, 56428, 107656, 164084, 289519
c14, 高雄市, 仁武區, 13145, 28120, 41265, 73611
c14, 高雄市, 內門區, 1561, 4042, 5603, 13002
c14, 高雄市, 六龜區, 1414, 3476, 4890, 11501
c14, 高雄市, 前金區, 4649, 9216, 13865, 23928
c14, 高雄市, 前鎮區, 29186, 60498, 89684, 161797
c14, 高雄市, 大寮區, 16625, 35779, 52404, 97309
c14, 高雄市, 大樹區, 5867, 13398, 19265, 36772
c14, 高雄市, 大社區, 5495, 10662, 16157, 30046
c14, 高雄市, 小港區, 24368, 49715, 74083, 132733
c14, 高雄市, 岡山區, 14572, 32998, 47570, 81244
c14, 高雄市, 左營區, 29870, 64229, 94099, 161367
c14, 高雄市, 彌陀區, 3231, 6147, 9378, 16487
c14, 高雄市, 新興區, 9020, 16882, 25902, 44355
c14, 高雄市, 旗山區, 5161, 11400, 16561, 31996
c14, 高雄市, 旗津區, 3934, 8078, 12012, 24860
c14, 高雄市, 杉林區, 1180, 3386, 4566, 10607
c14, 高雄市, 林園區, 9748, 21186, 30934, 59129
c14, 高雄市, 桃源區, 395, 1376, 1771, 3498
c14, 高雄市, 梓官區, 5333, 11730, 17063, 31025
c14, 高雄市, 楠梓區, 28203, 58257, 86460, 153132
c14, 高雄市, 橋頭區, 6068, 12780, 18848, 32565
c14, 高雄市, 永安區, 2115, 4960, 7075, 12001
c14, 高雄市, 湖內區, 4290, 9315, 13605, 25729
c14, 高雄市, 燕巢區, 4238, 9634, 13872, 26012
c14, 高雄市, 田寮區, 903, 2007, 2910, 6671
c14, 高雄市, 甲仙區, 681, 1759, 2440, 5417
c14, 高雄市, 美濃區, 4763, 13154, 17917, 35311
c14, 高雄市, 苓雅區, 28522, 57208, 85730, 146786
c14, 高雄市, 茂林區, 233, 837, 1070, 1615
c14, 高雄市, 茄萣區, 4092, 9081, 13173, 26212
c14, 高雄市, 路竹區, 7707, 16540, 24247, 43850
c14, 高雄市, 那瑪夏區, 285, 1201, 1486, 2424
c14, 高雄市, 阿蓮區, 3946, 8606, 12552, 24534
c14, 高雄市, 鳥松區, 7872, 14815, 22687, 39191
c14, 高雄市, 鳳山區, 55389, 114830, 170219, 300510
c14, 高雄市, 鹽埕區, 4601, 7454, 12055, 21617
c14, 高雄市, 鼓山區, 22096, 43286, 65382, 114979
c15, 全國, , 3507665, 6805171, 10312836, 19757067
c15, 南投縣, , 68393, 165077, 233470, 427089
c15, 南投縣, 中寮鄉, 1943, 5131, 7074, 13181
c15, 南投縣, 仁愛鄉, 1695, 5070, 6765, 12589
c15, 南投縣, 信義鄉, 1461, 6133, 7594, 13299
c15, 南投縣, 南投市, 14491, 34230, 48721, 84328
c15, 南投縣, 名間鄉, 5405, 13160, 18565, 33408
c15, 南投縣, 國姓鄉, 2268, 6510, 8778, 16597
c15, 南投縣, 埔里鎮, 10904, 26454, 37358, 68763
c15, 南投縣, 水里鄉, 2326, 5784, 8110, 15458
c15, 南投縣, 竹山鎮, 7543, 16737, 24280, 47034
c15, 南投縣, 草屯鎮, 14396, 31506, 45902, 82922
c15, 南投縣, 集集鎮, 1562, 3642, 5204, 9611
c15, 南投縣, 魚池鄉, 2123, 4942, 7065, 13958
c15, 南投縣, 鹿谷鄉, 2276, 5778, 8054, 15941
c15, 嘉義市, , 39449, 75746, 115195, 221553
c15, 嘉義市, 東區, 18474, 33619, 52093, 100647
c15, 嘉義市, 西區, 20975, 42127, 63102, 120906
c15, 嘉義縣, , 65100, 139182, 204282, 442775
c15, 嘉義縣, 中埔鄉, 5328, 11537, 16865, 39139
c15, 嘉義縣, 六腳鄉, 2568, 5282, 7850, 20821
c15, 嘉義縣, 大埔鄉, 634, 1397, 2031, 3999
c15, 嘉義縣, 大林鎮, 4191, 8594, 12785, 26922
c15, 嘉義縣, 太保市, 5217, 10385, 15602, 31568
c15, 嘉義縣, 布袋鎮, 3048, 7395, 10443, 23965
c15, 嘉義縣, 新港鄉, 4330, 8597, 12927, 27342
c15, 嘉義縣, 朴子市, 5426, 11329, 16755, 35191
c15, 嘉義縣, 東石鄉, 2179, 5707, 7886, 21915
c15, 嘉義縣, 梅山鄉, 2612, 5888, 8500, 17083
c15, 嘉義縣, 民雄鄉, 10079, 19984, 30063, 61209
c15, 嘉義縣, 水上鄉, 6712, 14609, 21321, 43857
c15, 嘉義縣, 溪口鄉, 2024, 3870, 5894, 13105
c15, 嘉義縣, 番路鄉, 1436, 3778, 5214, 10156
c15, 嘉義縣, 竹崎鄉, 4432, 10473, 14905, 31228
c15, 嘉義縣, 義竹鄉, 2458, 5021, 7479, 16647
c15, 嘉義縣, 阿里山鄉, 430, 1610, 2040, 4691
c15, 嘉義縣, 鹿草鄉, 1996, 3726, 5722, 13937
c15, 基隆市, , 54369, 102268, 156637, 320030
c15, 基隆市, 七堵區, 8017, 15107, 23124, 46256
c15, 基隆市, 中山區, 6929, 13362, 20291, 41856
c15, 基隆市, 中正區, 6983, 13181, 20164, 45545
c15, 基隆市, 仁愛區, 6390, 11793, 18183, 36738
c15, 基隆市, 信義區, 7869, 15251, 23120, 46014
c15, 基隆市, 安樂區, 12312, 22626, 34938, 70396
c15, 基隆市, 暖暖區, 5869, 10948, 16817, 33225
c15, 宜蘭縣, , 69188, 130483, 199671, 386089
c15, 宜蘭縣, 三星鄉, 3118, 6076, 9194, 19051
c15, 宜蘭縣, 五結鄉, 6188, 11329, 17517, 34892
c15, 宜蘭縣, 冬山鄉, 8099, 14995, 23094, 45405
c15, 宜蘭縣, 南澳鄉, 538, 2088, 2626, 4644
c15, 宜蘭縣, 員山鄉, 4651, 9182, 13833, 28131
c15, 宜蘭縣, 壯圍鄉, 3935, 7302, 11237, 21447
c15, 宜蘭縣, 大同鄉, 528, 2137, 2665, 4935
c15, 宜蘭縣, 宜蘭市, 14997, 27404, 42401, 79167
c15, 宜蘭縣, 礁溪鄉, 5360, 10197, 15557, 31084
c15, 宜蘭縣, 羅東鎮, 11312, 19797, 31109, 57686
c15, 宜蘭縣, 蘇澳鎮, 6130, 11634, 17764, 34512
c15, 宜蘭縣, 頭城鎮, 4332, 8342, 12674, 25135
c15, 屏東縣, , 113331, 229686, 343017, 711720
c15, 屏東縣, 三地門鄉, 985, 2381, 3366, 6373
c15, 屏東縣, 九如鄉, 2950, 6397, 9347, 19132
c15, 屏東縣, 佳冬鄉, 2520, 4918, 7438, 17063
c15, 屏東縣, 來義鄉, 822, 2639, 3461, 6257
c15, 屏東縣, 內埔鄉, 6775, 14248, 21023, 47558
c15, 屏東縣, 南州鄉, 1618, 2921, 4539, 9479
c15, 屏東縣, 屏東市, 29361, 56512, 85873, 170148
c15, 屏東縣, 崁頂鄉, 2014, 3865, 5879, 12270
c15, 屏東縣, 恆春鎮, 3668, 7587, 11255, 25661
c15, 屏東縣, 新園鄉, 4787, 9799, 14586, 30706
c15, 屏東縣, 新埤鄉, 1301, 2812, 4113, 9033
c15, 屏東縣, 春日鄉, 440, 877, 1317, 3923
c15, 屏東縣, 東港鎮, 6062, 13078, 19140, 39495
c15, 屏東縣, 枋寮鄉, 3196, 6773, 9969, 21394
c15, 屏東縣, 枋山鄉, 707, 1563, 2270, 4856
c15, 屏東縣, 林邊鄉, 2763, 5109, 7872, 15691
c15, 屏東縣, 泰武鄉, 699, 1915, 2614, 4344
c15, 屏東縣, 滿州鄉, 971, 1913, 2884, 7206
c15, 屏東縣, 潮州鎮, 7197, 15460, 22657, 46444
c15, 屏東縣, 牡丹鄉, 570, 1137, 1707, 4314
c15, 屏東縣, 獅子鄉, 525, 1655, 2180, 4230
c15, 屏東縣, 琉球鄉, 1041, 3387, 4428, 10706
c15, 屏東縣, 瑪家鄉, 880, 2505, 3385, 5663
c15, 屏東縣, 竹田鄉, 3162, 4856, 8018, 15353
c15, 屏東縣, 萬丹鄉, 7211, 14001, 21212, 43478
c15, 屏東縣, 萬巒鄉, 2813, 5417, 8230, 17945
c15, 屏東縣, 車城鄉, 1020, 1844, 2864, 7595
c15, 屏東縣, 里港鄉, 3616, 7226, 10842, 22128
c15, 屏東縣, 長治鄉, 4527, 8662, 13189, 26256
c15, 屏東縣, 霧臺鄉, 433, 1268, 1701, 2950
c15, 屏東縣, 高樹鄉, 3246, 6296, 9542, 21697
c15, 屏東縣, 鹽埔鄉, 3430, 7284, 10714, 22402
c15, 屏東縣, 麟洛鄉, 2021, 3381, 5402, 9970
c15, 彰化縣, , 177421, 398192, 575613, 1066994
c15, 彰化縣, 二林鎮, 6416, 14593, 21009, 42976
c15, 彰化縣, 二水鄉, 2152, 5295, 7447, 13339
c15, 彰化縣, 伸港鄉, 4958, 11141, 16099, 30407
c15, 彰化縣, 北斗鎮, 4843, 10218, 15061, 27593
c15, 彰化縣, 和美鎮, 12951, 27751, 40702, 75286
c15, 彰化縣, 員林市, 17321, 38055, 55376, 102028
c15, 彰化縣, 埔心鄉, 5282, 11827, 17109, 29642
c15, 彰化縣, 埔鹽鄉, 4272, 11478, 15750, 28026
c15, 彰化縣, 埤頭鄉, 3871, 8865, 12736, 25677
c15, 彰化縣, 大城鄉, 1381, 3849, 5230, 14713
c15, 彰化縣, 大村鄉, 5500, 11990, 17490, 31492
c15, 彰化縣, 彰化市, 35239, 74545, 109784, 190995
c15, 彰化縣, 永靖鄉, 5651, 11781, 17432, 31239
c15, 彰化縣, 溪州鄉, 3775, 8280, 12055, 25405
c15, 彰化縣, 溪湖鎮, 7695, 17023, 24718, 45147
c15, 彰化縣, 田中鎮, 5778, 13245, 19023, 35391
c15, 彰化縣, 田尾鄉, 3867, 8997, 12864, 23179
c15, 彰化縣, 社頭鄉, 5908, 13849, 19757, 36306
c15, 彰化縣, 福興鄉, 6368, 13715, 20083, 39745
c15, 彰化縣, 秀水鄉, 5578, 12461, 18039, 32394
c15, 彰化縣, 竹塘鄉, 1832, 4539, 6371, 12821
c15, 彰化縣, 線西鄉, 2323, 5545, 7868, 14065
c15, 彰化縣, 芬園鄉, 3045, 7442, 10487, 20408
c15, 彰化縣, 花壇鄉, 6224, 15562, 21786, 38924
c15, 彰化縣, 芳苑鄉, 3674, 9277, 12951, 29291
c15, 彰化縣, 鹿港鎮, 11517, 26869, 38386, 70505
c15, 新北市, , 631350, 1127654, 1759004, 3375513
c15, 新北市, 三峽區, 16312, 30727, 47039, 94291
c15, 新北市, 三芝區, 3186, 5837, 9023, 20119
c15, 新北市, 三重區, 64488, 107248, 171736, 329846
c15, 新北市, 中和區, 65604, 122740, 188344, 355978
c15, 新北市, 五股區, 12868, 23458, 36326, 72443
c15, 新北市, 八里區, 5690, 10721, 16411, 32970
c15, 新北市, 土城區, 37665, 66049, 103714, 200783
c15, 新北市, 坪林區, 898, 1829, 2727, 5891
c15, 新北市, 平溪區, 547, 1297, 1844, 4321
c15, 新北市, 新店區, 48345, 93966, 142311, 264053
c15, 新北市, 新莊區, 67789, 117471, 185260, 344981
c15, 新北市, 板橋區, 89876, 156175, 246051, 463411
c15, 新北市, 林口區, 16881, 29035, 45916, 86203
c15, 新北市, 樹林區, 28180, 51144, 79324, 152102
c15, 新北市, 永和區, 37605, 68429, 106034, 187798
c15, 新北市, 汐止區, 32285, 54856, 87141, 173831
c15, 新北市, 泰山區, 11793, 21896, 33689, 64252
c15, 新北市, 淡水區, 26552, 47418, 73970, 147272
c15, 新北市, 深坑區, 3861, 6894, 10755, 20624
c15, 新北市, 烏來區, 832, 1919, 2751, 5264
c15, 新北市, 瑞芳區, 5235, 10465, 15700, 35036
c15, 新北市, 石碇區, 1094, 2082, 3176, 6861
c15, 新北市, 石門區, 1579, 3331, 4910, 10528
c15, 新北市, 萬里區, 2609, 6072, 8681, 19297
c15, 新北市, 蘆洲區, 31191, 52571, 83762, 167457
c15, 新北市, 貢寮區, 1418, 3049, 4467, 11279
c15, 新北市, 金山區, 3271, 5466, 8737, 18978
c15, 新北市, 雙溪區, 1037, 2472, 3509, 7999
c15, 新北市, 鶯歌區, 12659, 23037, 35696, 71645
c15, 新竹市, , 67231, 123030, 190261, 351775
c15, 新竹市, 北區, 22925, 42900, 65825, 123122
c15, 新竹市, 東區, 32753, 57090, 89843, 163757
c15, 新竹市, 香山區, 11553, 23040, 34593, 64896
c15, 新竹縣, , 77180, 163313, 240493, 445051
c15, 新竹縣, 五峰鄉, 387, 1487, 1874, 3997
c15, 新竹縣, 北埔鄉, 1549, 2847, 4396, 8180
c15, 新竹縣, 寶山鄉, 2608, 4591, 7199, 12973
c15, 新竹縣, 尖石鄉, 710, 2826, 3536, 7364
c15, 新竹縣, 峨眉鄉, 742, 2039, 2781, 5068
c15, 新竹縣, 新埔鎮, 4611, 10817, 15428, 28894
c15, 新竹縣, 新豐鄉, 7296, 17099, 24395, 45790
c15, 新竹縣, 橫山鄉, 1742, 4507, 6249, 11346
c15, 新竹縣, 湖口鄉, 10422, 23740, 34162, 63511
c15, 新竹縣, 竹北市, 27936, 49115, 77051, 137129
c15, 新竹縣, 竹東鎮, 12563, 28093, 40656, 78794
c15, 新竹縣, 芎林鄉, 2855, 6702, 9557, 17293
c15, 新竹縣, 關西鎮, 3759, 9450, 13209, 24712
c15, 桃園市, , 295646, 590939, 886585, 1801823
c15, 桃園市, 中壢區, 55628, 113277, 168905, 334402
c15, 桃園市, 八德區, 26246, 52650, 78896, 165065
c15, 桃園市, 大園區, 11444, 23644, 35088, 73900
c15, 桃園市, 大溪區, 12329, 26181, 38510, 78285
c15, 桃園市, 平鎮區, 29969, 63734, 93703, 183560
c15, 桃園市, 復興區, 984, 4041, 5025, 9766
c15, 桃園市, 新屋區, 6408, 15202, 21610, 41461
c15, 桃園市, 桃園區, 63229, 111711, 174940, 359790
c15, 桃園市, 楊梅區, 21210, 46233, 67443, 137917
c15, 桃園市, 蘆竹區, 21787, 40963, 62750, 129252
c15, 桃園市, 觀音區, 8475, 17670, 26145, 55149
c15, 桃園市, 龍潭區, 15518, 36190, 51708, 101574
c15, 桃園市, 龜山區, 22419, 39443, 61862, 131702
c15, 澎湖縣, , 11489, 26451, 37940, 90405
c15, 澎湖縣, 七美鄉, 326, 614, 940, 3374
c15, 澎湖縣, 望安鄉, 487, 1186, 1673, 4628
c15, 澎湖縣, 湖西鄉, 1473, 3640, 5113, 12741
c15, 澎湖縣, 白沙鄉, 947, 2395, 3342, 8625
c15, 澎湖縣, 西嶼鄉, 684, 1598, 2282, 7382
c15, 澎湖縣, 馬公市, 7572, 17018, 24590, 53655
c15, 臺中市, , 411320, 850532, 1261852, 2295642
c15, 臺中市, 中區, 2487, 5268, 7755, 14696
c15, 臺中市, 北區, 23371, 44261, 67632, 124621
c15, 臺中市, 北屯區, 41689, 83227, 124916, 227720
c15, 臺中市, 南區, 20975, 39392, 60367, 103643
c15, 臺中市, 南屯區, 27215, 51229, 78444, 135448
c15, 臺中市, 后里區, 7622, 16964, 24586, 44962
c15, 臺中市, 和平區, 1280, 4348, 5628, 9498
c15, 臺中市, 外埔區, 4102, 10757, 14859, 27059
c15, 臺中市, 大安區, 2665, 6258, 8923, 16520
c15, 臺中市, 大甲區, 10769, 23336, 34105, 63069
c15, 臺中市, 大肚區, 7860, 18142, 26002, 47457
c15, 臺中市, 大里區, 29508, 62260, 91768, 171769
c15, 臺中市, 大雅區, 13441, 28615, 42056, 77189
c15, 臺中市, 太平區, 25949, 55823, 81772, 157926
c15, 臺中市, 新社區, 2984, 7517, 10501, 20860
c15, 臺中市, 東勢區, 6696, 16783, 23479, 43181
c15, 臺中市, 東區, 11829, 23874, 35703, 64291
c15, 臺中市, 梧棲區, 7915, 17312, 25227, 47040
c15, 臺中市, 沙鹿區, 12711, 27332, 40043, 74207
c15, 臺中市, 清水區, 12574, 26528, 39102, 71528
c15, 臺中市, 潭子區, 15257, 33803, 49060, 89487
c15, 臺中市, 烏日區, 10735, 23059, 33794, 61705
c15, 臺中市, 石岡區, 2109, 4964, 7073, 12880
c15, 臺中市, 神岡區, 9121, 21157, 30278, 54565
c15, 臺中市, 西區, 19150, 34098, 53248, 95040
c15, 臺中市, 西屯區, 35684, 66785, 102469, 183814
c15, 臺中市, 豐原區, 25365, 52434, 77799, 136658
c15, 臺中市, 霧峰區, 9513, 21777, 31290, 55225
c15, 臺中市, 龍井區, 10744, 23229, 33973, 63584
c15, 臺北市, , 479771, 751265, 1231036, 2228430
c15, 臺北市, 中山區, 42578, 64018, 106596, 195148
c15, 臺北市, 中正區, 27634, 44386, 72020, 128292
c15, 臺北市, 信義區, 40135, 65500, 105635, 190444
c15, 臺北市, 內湖區, 52518, 80236, 132754, 236824
c15, 臺北市, 北投區, 44378, 69714, 114092, 213250
c15, 臺北市, 南港區, 22312, 34517, 56829, 101907
c15, 臺北市, 士林區, 51855, 79244, 131099, 241854
c15, 臺北市, 大同區, 24094, 34885, 58979, 107557
c15, 臺北市, 大安區, 54598, 85851, 140449, 252645
c15, 臺北市, 文山區, 49133, 81140, 130273, 227211
c15, 臺北市, 松山區, 37298, 58829, 96127, 169278
c15, 臺北市, 萬華區, 33238, 52945, 86183, 164020
c15, 臺南市, , 270957, 502776, 773733, 1594821
c15, 臺南市, 七股區, 2723, 5757, 8480, 19950
c15, 臺南市, 下營區, 3091, 5832, 8923, 20947
c15, 臺南市, 中西區, 12476, 21937, 34413, 65261
c15, 臺南市, 仁德區, 10819, 21560, 32379, 64632
c15, 臺南市, 佳里區, 8520, 16286, 24806, 50407
c15, 臺南市, 六甲區, 3197, 5234, 8431, 19144
c15, 臺南市, 北區, 20680, 36676, 57356, 110906
c15, 臺南市, 北門區, 1139, 2677, 3816, 9925
c15, 臺南市, 南化區, 1054, 2331, 3385, 7786
c15, 臺南市, 南區, 18076, 34732, 52808, 108650
c15, 臺南市, 善化區, 7092, 12087, 19179, 39950
c15, 臺南市, 大內區, 1171, 2546, 3717, 8654
c15, 臺南市, 學甲區, 3357, 6682, 10039, 22567
c15, 臺南市, 安南區, 27446, 51577, 79023, 159654
c15, 臺南市, 安定區, 4337, 8389, 12726, 26104
c15, 臺南市, 安平區, 9779, 17393, 27172, 55379
c15, 臺南市, 官田區, 3068, 5351, 8419, 18675
c15, 臺南市, 將軍區, 2093, 5114, 7207, 17754
c15, 臺南市, 山上區, 928, 1713, 2641, 6511
c15, 臺南市, 左鎮區, 501, 1245, 1746, 4418
c15, 臺南市, 後壁區, 2975, 5775, 8750, 20841
