季度,股本,股價,營業收入,營業毛利,營業利益,業外損益,稅後淨利,ROE,ROA,EPS,BPS
4133,6.06,26.7,2.67,1.17,0.12,-0.27,-0.12,-0.92,-0.86,-0.19,20.52
4137,8.25,105,27.8,22.8,5.06,1.07,4.37,8.43,4.86,5.3,58.5
4138,3.99,72.8,10.2,4.46,1.44,0.21,1.15,7.45,4.45,2.89,39.99
4139,4.38,27.1,8.02,0.99,-0.06,-0.06,-0.14,-4.53,-1.66,-0.34,10.63
4142,43,17.7,6.56,-0.81,-5.32,0.01,-4.6,-10.2,-6.29,-1.09,11.21
4147,27.3,81.4,4.61,2.16,-1.07,0.08,-0.99,-2.5,-2.02,-0.36,14.36
4148,6.72,42.5,21.2,5.93,2.19,0.01,1.18,4.67,3.91,1.75,37.91
4153,5.87,40.4,6.39,1.91,0.7,0.02,0.61,5.91,4.64,1.04,17.01
4154,3.5,18.4,0.17,-0.23,-0.56,-0.05,-0.54,-25.6,-14.6,-1.67,6.37
4155,14.6,15.8,12.2,3.36,0.51,-0.17,0.29,1.49,1,0.2,16.92
4157,0.21,8.82,0.28,0.14,-1.18,-0.41,-1.6,-16.2,-14.6,-0.22,1.25
4160,2.67,52.4,4.34,1.78,0.04,0.09,0.1,1.92,1.43,0.38,19.5
4161,5.98,28.8,6.01,1.72,0.41,0.14,0.45,4.75,2.99,0.78,15.74
4162,14.6,71.6,6.26,5.91,3.07,0.36,2.57,5.03,4.77,1.79,33.37
4163,4.97,106,18.3,7.98,2.26,-0.3,1.73,6,3.39,3.56,52.6
4164,19.5,47.1,31.9,7.66,2.16,-0.46,1.16,1.64,0.83,0.64,38.72
4166,24.3,25.6,9.59,5.25,1.57,-0.14,1.17,5.47,4.31,0.52,10.18
4167,31,18.7,8.82,3.27,1.52,2.95,4.49,12.4,10.5,1.43,11.89
4168,10.8,24.4,0.33,0.23,-1.59,0.05,-1.55,-15,-10.8,-1.43,9.19
4171,5.85,19.6,1.6,1.08,-0.73,-0.42,-1.13,-17.5,-11.9,-1.98,10.08
4173,7.46,23.6,11.4,2.35,0.88,0.06,0.75,3.85,1.18,1.01,26.44
4174,26.3,30.6,0.38,-0.62,-16.9,-0.88,-16.3,-44.9,-37.4,-6.21,8.31
4175,4.23,62,59,19.2,1.47,-0.23,1.03,6.99,1.45,2.44,35.28
4183,2.38,19.6,3.8,0.71,-0.01,-0.07,-0.05,-1.81,-1,-0.22,11.9
4190,6.17,34.5,16.7,10.5,-1.17,-0.23,-1.07,-6.41,-1.5,-1.8,26.08
4192,3.52,27.5,0.2,0.15,-0.34,0.01,-0.33,-12.1,-11.3,-0.95,7.34
4198,2.41,40,1.48,0.5,-0.33,-0.05,-0.38,-12.6,-9.47,-1.56,9.72
4205,9.76,91.8,15.1,6.09,3.58,0.03,2.92,13.5,11.5,2.99,22.66
4207,19.9,17.1,38.9,7.47,4.97,-0.13,2.61,9.38,5.87,1.31,13.7
4303,9.46,78.2,7.8,1.35,-1.07,18.2,14.8,49.1,36,15.6,35.62
4304,3.6,9.16,2.56,0.19,-0.3,-0.06,-0.37,-175,-9.55,-1.02,0.08
4305,5.5,43.1,8.24,2.6,1.97,-0.17,1.44,12,10.3,2.61,21.56
4306,67.7,15.2,95.4,14.7,2.91,0.47,1.67,1.67,0.62,0.25,18.93
4401,12.3,16.1,29.5,2.39,0.83,0.25,0.59,2.81,1.33,0.48,21.62
4402,6.8,19.6,0.18,0.03,-0.13,0.06,-0.07,-1.21,-1.19,-0.11,8.8
4406,5.19,9.91,3.64,-0.18,-0.4,-0.07,-0.47,-8.3,-5.29,-0.9,10.43
4413,3.13,18.6,6.7,0.65,-0.16,0.08,-0.08,-2.44,-1.64,-0.26,10.37
4414,26.4,11.1,104,20.3,3.59,-1.82,0.05,0.11,0.04,0.02,15.42
4416,7.36,60.9,4.75,2.33,1.69,-2.87,-1,-6.11,-0.66,-1.46,22.67
4417,8.4,47.9,25.4,7.89,5.2,0.9,3.94,12.3,8.17,4.69,35.61
4419,16.9,47.9,20,5.44,-1.39,-0.22,-1.77,-16.5,-5.43,-1.05,6.36
4420,4.05,53.4,7.69,0.22,2.53,0.09,2.12,14.1,11.3,5.23,37.02
4426,17.3,10.3,6.52,-1.07,-2.76,-1.31,-4.02,-18.3,-9,-2.33,11.4
4430,5.63,19.5,15.5,3.46,0.38,-0.5,-0.15,-0.86,-0.42,-0.26,29.67
4432,5.06,17.9,8.28,1.9,0.33,-0.12,0.01,0.05,0.04,0.01,27.4
4433,6.13,24.6,23.4,4.79,0.41,-0.85,-0.39,-2.16,-0.64,-0.65,30.42
4438,10.3,74.3,148,21.8,8.77,-3.4,3.53,3.57,1.84,3.43,73.33
4439,3.8,93.2,56.2,10.4,4.08,-0.53,2.93,9.06,4.89,7.71,84.66
4440,6.76,17,7.51,0.74,0.43,0.01,0.36,2.76,1.65,0.54,18.98
4441,6.8,247,56.8,12.8,8.88,-0.14,6.94,11.9,9.36,11.38,98.43
4442,3.05,51.4,12.2,3.43,1.36,0.03,1.13,16.9,10.8,3.98,24.11
4502,5.75,17.9,6.94,0.99,-0.35,-0.22,-0.62,-10,-2.62,-1.08,10.3
4503,7.83,54.4,5.25,1.32,0.78,-0.05,0.63,4.12,3.69,0.81,19.94
4506,17.7,120,47.5,15.3,10.4,0.74,8.95,16.1,8.63,5.06,31.63
4510,10.9,48.6,11.2,1.77,-1.02,-0.25,-0.98,-5.78,-2.04,-0.91,16.85
4513,11.4,19.8,7.38,1.93,-0.6,-0.66,-1.32,-10.3,-3.52,-1.15,10.55
4523,6.49,34.3,4.6,-4.61,-7.95,17.9,14.9,61.7,30,23.29,34.23
4526,25.5,34,39.8,7.41,-4.16,12.2,6.63,13.9,5.16,2.61,19.46
4527,7.62,40.9,19.5,4.75,0.95,0.28,1.02,5.05,2.79,1.34,21.18
4528,8.42,17.9,11.4,1.66,-0.06,-0.14,-0.31,-1.39,-0.85,-0.36,25.12
4529,8.45,3.91,0.04,0.03,-0.48,-0.01,-0.48,-16.3,-15.2,-0.57,3.54
4530,6.94,12.1,2.11,0.65,0.25,0.01,-0.17,-2.38,-1.56,-0.24,3.39
4532,50.5,24.1,159,26.3,10.7,0.91,7.43,7.24,2.85,1.5,19.88
4533,15.8,23.9,30.7,8.2,1,-0.94,0.07,0.26,0.11,0.04,15.5
4534,8.68,17.5,5.94,0.75,-0.43,-0.03,-0.46,-6.97,-3.54,-0.53,7.31
4535,7.57,29.9,19.1,3.8,2.2,-0.07,0.7,5.32,4.66,0.92,32.02
4536,9.08,186,73.3,26.4,15.2,0.94,11,12.5,7.97,12.08,99.27
4538,5.94,17.9,2.78,0.45,0.13,0.04,0.12,1.43,1.31,0.21,14.6
4540,11.2,41.6,17.9,1.19,-2.9,2.31,-1.2,-3.65,-1.68,-1.08,29.33
4541,6.76,48.2,11.8,2.57,1.4,-0.6,0.67,4.1,1.69,0.99,24.22
4542,3.23,61.1,5.94,2.09,0.71,-0.15,0.31,4.64,1.9,0.95,19.94
4543,5.98,26.1,5.83,1.2,0.31,-0.36,-0.06,-0.31,-0.22,-0.09,29.42
4545,7.7,31.7,18.3,2.81,0.48,-0.39,0.02,0.12,0.08,0.03,24.05
4549,5.7,131,9.54,5,1.42,0.22,1.38,7.26,5.19,2.43,32.4
4550,3.78,25.1,5.86,0.9,0.25,0.07,0.25,2.6,1.46,0.65,24.37
4551,11.5,142,57.8,13.3,8.05,-2.05,4.19,4.84,3.05,3.64,73.55
4552,11.6,23.5,26.1,5.08,2.47,0.05,2,3.29,2.59,1.72,51.45
4554,2.63,35.8,3.74,1.72,0.47,-0.03,0.35,7.34,4.48,1.32,18.58
4555,7,40.5,12.1,3.69,0.38,-0.18,-0.01,0.34,0.22,-0.02,39.21
4556,4.23,24.8,4.78,1.84,0.35,-0.06,0.21,2.57,1.32,0.49,18.39
4557,4.8,86.8,30.3,9.03,-0.88,-0.46,-1.04,-4.07,-2.13,-2.24,49.87
4558,5,26.3,12.4,0.52,-0.13,-0.1,-0.18,-2.02,-0.7,-0.36,17.61
4560,6.81,35.1,12.6,4.59,1.93,0.02,1.47,7.94,6.38,2.16,27.05
4561,5.85,44.2,7.1,1.54,0.35,-0.06,0.21,1.52,0.91,0.36,23
4562,8.75,52.1,5.79,2.18,-0.49,-0.19,-0.66,-6.83,-3.12,-0.76,10.75
4563,5.5,60.3,20.9,6.56,1.43,-0.76,0.23,1.45,0.54,0.42,27.14
4564,23.3,17,8.31,-1.69,-2.82,-0.68,-3.46,-8.49,-4.98,-1.54,18.01
4566,11,58.5,37.6,8.26,1.77,-0.76,0.83,1.24,0.6,0.76,42.99
4568,3.18,44.8,8.78,2.65,0.48,-0.03,0.36,3.33,2.21,1.14,33.13
4569,3.06,163,13.8,3.13,1.42,-0.43,0.99,3.66,2.95,3.23,86.46
4571,5.3,176,23.3,7.61,3.96,0.36,3.8,13.1,10.1,7.33,55.67
4572,4,166,5.07,1.74,1.03,-0.07,0.79,3.9,2.62,1.99,49.59
4576,12,119,19.6,7.01,2.24,-0.31,1.51,3.9,2.47,1.26,33.29
4577,4.91,28.6,4.82,0.82,-0.36,-0.14,-0.45,-4.7,-2.36,-0.92,18.93
4580,4.68,82.2,17.2,5.24,2.36,0.22,1.88,7.22,5.04,4.09,56.99
4581,3.39,54.3,8.29,2.84,1.53,0.12,1.32,11.5,6.37,3.91,33.97
4583,8.02,722,22.4,11.7,7.11,1.08,6.71,6.68,6.05,8.37,123.47
4584,3,54.7,10.3,3.4,1.23,-0.05,0.79,7.81,3.89,2.63,33.41
4585,10.3,478,13.5,6.88,0.84,-0.02,0.73,1.73,1.48,0.81,65.26
4588,4.3,66,6.2,1.99,1.08,-0.07,0.81,9.03,4.06,1.88,20.3
4609,4.79,7.47,1.33,0.41,-0.32,0.29,-0.03,-2.07,-0.5,-0.06,3.05
4702,7.23,10.1,0.54,0.24,-0.23,0.44,0.17,1.34,1.14,0.23,17.2
4706,7.9,28.2,7.99,1.13,0.08,-0.11,-0.04,-0.3,-0.27,-0.06,18.41
4707,40.4,9.97,10.5,-0.26,-0.97,3.37,2.45,4.07,2.87,0.61,14.88
4711,6.11,15.2,5.41,0.61,0.02,0.06,0.07,0.7,0.58,0.12,16.62
4714,17.8,19.1,10.6,2.11,-2.06,18.1,1.25,19.1,12.4,0.7,13.06
4716,9.44,15.1,4,0.36,-0.62,-0.16,-0.73,-6.66,-4.17,-0.82,12.01
4720,11.5,15.4,26.6,6.12,0.93,0.06,0.63,3.74,1.98,0.55,13.57
4721,7.5,77.5,20.1,3.31,2.08,0,1.58,12.3,7.9,2.1,16.67
4722,10.1,102,28.6,4.72,1.89,-0.08,1.34,4.4,2.32,1.33,29.91
4726,20.7,37.8,4.56,-1.86,-3.52,-0.47,-3.96,-21.6,-11.8,-1.91,7.93
4728,5.45,409,15.2,12,7.85,0.13,5.68,38.4,28.4,10.43,26.52
4729,7.92,23.2,8.02,1.57,-0.08,0.35,0.1,1.23,0.51,0.12,13.09
4735,4.16,34.8,6.88,2.2,0.43,0.24,0.65,7.19,5.18,1.73,25.29
4736,9.54,129,31.8,15.3,7.77,4.95,10.7,11.2,8.65,11.17,98.56
4737,6.72,72.2,14.1,4.59,-0.94,-0.37,-0.88,-4.69,-1.54,-1.31,27.48
4739,11.9,58.2,42.6,5.61,2.72,-1.99,0.63,0.19,0.11,0.54,46.52
4741,3.48,24.7,3.57,1.03,0.01,-0.08,0,-0.13,-0.1,-0.01,25.83
4743,47.9,67.6,0.86,0.23,-5.96,-4.29,-10.1,-8.64,-8.05,-2.11,21.92
4744,5.5,27.1,9,4.09,0.68,0.1,0.53,4.34,2.39,1,21.7
4745,7.74,16.5,23.8,3.61,-1.29,-0.09,-0.86,-2.5,-1.82,-1.11,33.21
4746,12,67.3,35.5,14.9,5.24,-1.59,2.94,3.14,1.97,2.44,63.36
4747,4.49,64.6,4.19,1.69,0.59,0.11,0.56,3.31,2.86,1.26,38.02
4749,9.27,721,31.8,13.6,8.08,1.26,7.82,13.2,10.1,8.49,95.86
4754,3.03,39.5,4.94,2.34,1.04,-0.03,0.8,15.4,9.65,2.63,17.34
4755,10.1,120,35.9,7.73,3.65,-0.48,2.41,4.8,2.97,2.39,51.13
4760,3.22,146,13.3,2.83,2.01,-0.18,1.46,15.4,9.41,4.61,30
4763,9.89,73.7,105,61.5,55.6,3.95,48.9,28.5,23.9,4.94,18
4764,8.55,41,20.6,3.8,1.05,-0.22,0.53,2.51,1.16,0.62,25.26
4766,12.1,362,173,59.2,28.6,-1.16,18.8,13.4,7.47,15.6,105.76
4767,3.14,30.4,7.66,1.68,0.26,0.01,0.19,2.08,1.41,0.61,28.36
4768,4.75,141,5.82,1.94,0.07,-0.15,-0.04,-0.42,-0.24,-0.09,30.98
4770,8,282,36.8,12.6,8.51,-0.02,6.72,8.29,6.58,8.4,98.45
4771,5.85,180,25.4,10.3,7.29,-0.21,5.35,14.6,9.27,9.2,63.52
4772,14.8,258,11.2,6.27,5.12,0.15,3.98,12.4,8.57,2.69,22.61
4804,6.03,8.72,0.93,-0.03,-0.36,0.02,-0.33,-55.1,-9.64,-0.65,1.37
4806,9.99,8.41,0.57,0.15,-0.51,0.16,-0.24,-3.61,-2.5,-0.24,6.58
4807,3.84,16,16.1,2.13,0.03,-0.11,-0.22,-1.35,-0.66,-0.56,18.55
4903,10.5,30.5,10.3,1.36,0.63,0.34,0.86,8.06,5.88,0.82,10.44
4904,361,84.5,777,246,127,-2.38,101,11.1,5.51,2.79,24.51
4905,2.93,62.2,5.21,1.35,0.07,0.68,0.52,1.99,1.36,1.78,97.54
4906,42.8,24.5,129,17.7,1.16,-2.9,-1.91,-1.62,-1.03,-0.45,26.6
4907,11.8,40.5,17.3,3.69,2.33,0.02,1.66,6.6,2.07,1.4,21.08
4908,7.82,86.4,6.32,3.01,1.42,-0.07,1.08,6.41,5.81,1.39,21.4
4909,9.34,61.4,2.41,-0.15,-0.64,-0.65,-1.37,-4.74,-4.26,-1.46,27.04
4911,6.37,51.3,2.4,2.04,1.23,0.05,1.12,12.9,11.6,1.76,14.14
4912,6.53,78.8,43.8,9.3,2.22,0.27,1.78,4.86,2.21,2.73,57.75
4915,47.1,76.9,452,77.9,22.2,5.36,21.8,11.2,4.4,4.76,40.64
4916,12.3,55.4,25.2,5.18,2.04,-0.41,1.25,4.65,3.06,1.14,23.8
4919,42,65.2,235,87.8,-5.45,-2.38,-9.71,-6.59,-3.08,-2.31,32.91
4923,3.39,32.1,6.58,1.41,-1.54,-0.02,-1.55,-31.3,-19.3,-4.75,12.8
4924,3.72,14.3,5.66,1.23,0.01,0.16,0.11,2.98,1.46,0.28,9.46
4927,26.5,25.5,89.4,2.08,-9.01,-1.91,-10.9,-16.5,-5.7,-4.9,24.36
4930,8,23.4,47,6.9,0.54,0.8,0.43,1.82,0.98,0.54,38.81
4931,6.56,137,16.7,3.28,1.27,-0.06,1.01,8.75,5.91,1.55,17.18
4933,8.2,66.3,23,7.56,4.18,-0.25,3.12,8.58,6.63,3.81,43.23
4934,22.5,11.4,0.64,-0.91,-3.23,0.48,-1.51,-16,-11.2,-0.67,6.89
4935,12.9,42.1,42.4,6.33,1.05,0.47,1.33,1.63,1.29,1.03,60.01
4938,268,75.1,7976,294,71.7,89,91.4,4.99,1.82,3.42,71.87
4939,9.82,21.1,10.6,2.3,-0.26,-0.38,-0.52,-3.67,-1.97,-0.53,13.17
4942,14.2,37,44.2,10,3.56,0.16,2.52,2.84,2.18,1.77,60.45
4943,12.7,9.73,12,-0.5,-3.3,-0.08,-1.87,-65.1,-8.53,-1.51,1.54
4945,-,75.2,-,-,-,-,-,-,-,-,-
4946,0.78,142,2.89,1.11,0.23,-0.05,0.21,36.6,12.4,2.67,7.74
4949,6.72,45.6,17.8,6.2,1.41,-0.12,0.99,6.33,4.79,1.48,23.55
4950,5.77,10.7,7.69,1.22,0.23,-0.17,-0.25,-0.33,-0.21,-0.43,9.04
4951,3.41,72.7,4.07,3.1,1.42,0.07,1.28,14.1,12.2,3.74,26.73
4952,10.9,40.3,16.7,5.78,1.19,0.05,1.1,5.09,3.85,1.01,19.13
4953,7.31,105,83.5,14,5,0.08,4.37,11.4,7.77,5.97,52.28
4956,10,22.7,10.3,0.24,-0.95,-0.15,-1.03,-6.27,-3.78,-1.03,15.9
4958,104,146,1257,233,80.1,3.79,36.3,3.92,2.22,3.79,108.62
4960,57.2,14.1,63.9,-2.03,-9.18,-3.09,-12,-14.6,-8.47,-2.11,13.34
4961,12.1,180,140,40.2,12.5,3.47,9.79,6.2,5.24,8.08,141.31
4966,8.01,703,126,54,21.8,2.09,21.8,9.98,8.62,27.63,273.77
4967,8.5,75.4,141,14.9,3.72,0.22,2.95,7.35,3.01,3.47,47.48
4968,9.22,137,28.1,9.91,1.59,-0.07,1.26,4.87,3.68,1.37,28.48
4971,4,159,7.61,2.56,1,-1.05,0.04,0.2,0.19,0.09,47.35
4972,5.69,17.7,6.77,1.71,-1.01,0.05,-0.89,-5.94,-4.57,-1.58,24.7
4973,6.54,25.5,31.2,6.4,-0.36,0.28,-0.11,-0.53,-0.37,-0.17,31.17
4974,7.25,83.2,30.3,4.99,3.57,0.22,3.04,9.34,6.97,4.19,42.95
4976,14.1,35.4,7.87,-0.4,-1.81,-0.19,-1.93,-8.03,-6.78,-1.39,16.39
4977,8.02,105,8.24,2.03,0.57,2.4,2.79,7.33,5.76,3.53,46.94
4979,14.1,198,32.3,6.55,5.22,0.03,5.26,14.8,10.4,3.73,26.17
4987,3.19,77.6,9.57,4.1,1.74,0.06,1.39,11.7,8.81,4.36,37
4989,13.8,25.6,18.6,-3.46,-4.4,-0.28,-4.6,-26.8,-20.4,-3.34,10.81
4991,11.4,155,15.1,6.68,2.58,-3.16,-0.5,-1.67,-1.43,-0.45,26.2
4994,6.64,94.6,8.94,6.01,1.41,-0.09,1.13,10.2,7.75,1.71,15.15
4995,4.24,48.6,9.33,2.86,0.75,-0.21,0.43,4.58,2.57,1.03,20.93
4999,7.44,25.9,14.4,2.22,-0.33,-0.65,-1,-3.02,-2.51,-1.35,43.25
5007,29.5,52.7,47,10.9,7.02,0.41,6.03,8.19,7.03,2.04,23.32
5009,60.2,36.2,87.5,18.6,7.45,1.38,7.7,4.14,2.22,1.3,30.2
5011,10.1,12.6,40.5,-1.01,-2.11,-1.25,-1.25,-11.1,-4.75,-1.24,20.4
5013,13.3,28.2,57.6,7.11,3.88,-0.36,1.38,5.2,3.14,1.04,27.32
5014,18.3,10.5,110,3.16,-0.41,-2.53,-3.1,-10.6,-3.04,-1.68,14.19
5015,6.06,31.5,11.7,1.97,0.46,-0.55,-0.21,-1.68,-0.83,-0.35,19.32
5016,4.96,24.9,15.5,1.48,0.63,0,0.48,3.3,1.91,0.97,29.39
5201,3.07,39.8,2.2,1,0.05,-0.08,-0.04,-0.98,-0.57,-0.13,13.37
5202,8.91,20.9,1.16,0.91,-0.32,-0.15,-0.51,-4.22,-3.94,-0.57,12.99
5203,7.92,98.7,18.1,15.3,2.51,0.09,2.04,4.43,3.41,2.58,56.74
5205,1.35,33,0.2,0,-0.16,0.02,-0.12,-10.7,-8.33,-0.91,7.26
5206,17.2,36.3,37.6,11.9,7.94,0.14,6.32,18.3,3.92,3.69,21.77
5209,2.84,142,37.9,5.32,4.14,0.22,3.51,34.8,7.41,12.34,35.85
5210,8.22,27.5,1.93,1.38,0.15,0.01,0.16,2.12,1.92,0.19,9.2
5211,3.2,26,1.57,0.79,-0.17,-0.02,-0.22,-5.16,-4.6,-0.68,10.76
5212,3.46,46.8,8.4,4.3,1.45,-0.13,0.98,16.1,7.32,2.82,16.89
5213,72.1,26.7,110,30.1,19.3,-6.25,10,6.26,1.4,1.45,20.61
5215,6.43,36.1,19.2,4.61,1.32,0.02,0.9,2.89,2.27,1.4,53
5220,3.97,20.3,5.47,1.05,-0.1,-0.07,-0.15,-1.98,-1.27,-0.38,18.81
5222,9.09,133,6.91,3.58,1.76,0.23,1.7,7.11,5.88,1.89,25.27
5223,4.45,26.5,14.7,2.51,0.17,0.06,0.06,0.3,0.17,0.13,42.54
5225,7.85,101,88.5,15.4,7.41,0.84,7.52,21.6,10.4,9.66,42.91
5227,6.8,29.3,3.37,-0.09,-2.54,4.93,2.04,32.7,15.7,2.99,10.65
5228,3.81,17,3.85,0.53,-0.36,0.02,-0.35,-6.92,-3.04,-0.91,12.7
5230,5.6,19.2,9.65,2.17,-0.66,-0.04,-0.72,-5.52,-3.14,-1.28,21.73
5234,10.3,314,34.4,13.9,6.37,0.04,5.48,16.6,11.2,5.33,32.31
5236,6,127,15.4,8.81,4.39,0.15,3.88,15.1,12.8,6.47,42.24
5243,16.9,67.7,91.9,19.7,7.61,0.01,5.68,7.38,4.47,3.37,45.92
5244,6.82,46.1,6.15,2.64,0.64,-0.07,0.44,2.45,1.71,0.64,25.27
5245,4.5,29.2,6.02,0.3,-1.34,-0.13,-1.4,-17.4,-8.23,-3.24,17.12
5251,3.37,49.6,2.4,0.89,-0.12,0.06,-0.04,-1.11,-0.9,-0.13,11.56
5258,11,72,55.5,19.3,3.41,-0.12,1.72,4.38,2.27,1.56,38.54
5263,7.06,90.9,9.17,3.92,-0.89,-1.47,-2.05,-5.56,-3.72,-2.97,49.81
5269,7.48,1761,98.9,51.9,31.5,14,39.3,11.9,10.9,52.62,436.17
5272,5.53,21.9,2.65,1.11,-0.64,0.15,-0.47,-4.91,-4.32,-0.85,16.33
5274,3.78,4911,66.4,45.1,34.4,-0.44,27.3,45.5,32,72.23,168.44
5276,3.95,15.3,6.82,1.27,0.56,0.03,0.35,7.36,4.35,0.88,11.69
5278,3,38.5,18.1,10.1,2.44,0.63,2.17,7.47,4.74,0.72,12.62
5283,7.3,73.8,50.2,17.5,4.45,0.2,3.7,8.17,5.06,4.23,64.41
5284,5.26,236,26,9.35,5.23,0.68,4.68,15.6,7.31,9.16,62.83
5285,10.2,46.5,40.9,5.25,1.7,-0.16,1.02,3.53,1.95,1,27.49
5287,6.03,178,17.5,12.1,7.06,0.38,5.95,26,14.6,9.92,37.3
5288,6.97,129,50,11.2,6.96,0.99,6.04,10.2,8.32,8.74,82.31
5289,9.53,267,94.5,28.3,14.4,0,11.6,14.6,10.6,12.46,83.2
5291,3.99,24.5,8.14,1.66,0.13,-0.06,0.1,0.28,0.15,0.24,23.32
5292,4.21,157,21.2,4.87,3.55,0.19,2.9,16.7,7.97,6.88,42.4
5299,5.09,74.1,11.8,4.11,1.79,0.21,1.68,5.22,4.37,3.3,62.79
5301,6.59,5.61,1.6,1.27,-0.62,-0.07,-0.63,-10.8,-7.82,-0.96,8.79
5302,16,8.5,0.14,0.05,-0.44,0.11,-0.32,-2.62,-1.83,-0.2,7.76
5306,12.6,92.6,36.4,16,8.28,2.35,7.9,9.46,6,6.27,66.39
5309,19.2,51.5,25.2,5.84,-0.01,-0.06,0.07,-0.53,-0.37,0.04,18.27
5310,2.89,43.6,0.01,0,-0.19,0.7,0.29,10.5,8.8,0.99,9.9
5312,6.01,123,30,19.1,2.12,1.82,3.22,9.23,3.83,5.36,58.01
5314,1.46,86.3,18.5,11.6,8.43,0.71,7.81,105,71.9,2.67,3.36
5315,10.6,21.6,14.9,2.23,0.92,0.2,1.63,9.58,7.67,1.53,15.78
5321,5.32,39.8,21.3,10.9,1.08,-0.53,0.05,2.95,0.54,0.09,14.61
5324,22.6,11,6.11,2.68,-0.22,-0.44,-0.7,-4.18,-0.67,-0.31,6.4
5328,17.3,13.6,6.56,1.75,0.27,0.2,0.37,2.04,1.64,0.21,10.24
5340,19.5,48.7,16.8,3.02,2.17,-0.25,1.52,7.06,5.73,0.78,11.35
5344,7.94,14,2.46,0.1,-0.33,0.01,-0.31,-6.02,-4.9,-0.39,6.32
5345,3.78,22.7,0.1,0.02,-0.14,0.02,-0.11,-5.18,-5.01,-0.3,5.69
5347,187,94.1,360,102,59.7,11.9,61.6,8.71,3.83,3.35,32.61
5348,1.48,19.2,1.86,0.53,-0.06,-0.01,-0.15,-6.79,-4.25,-1.02,8.32
5351,32.6,30.6,24.4,2.54,-6.44,0.09,-5.67,-15.8,-9.36,-1.74,11.22
5353,7.55,25.7,13.5,3.16,0.91,-0.07,0.75,5.45,3.64,1,18.31
5355,16.6,8.88,3.42,-0.66,-1.31,-0.07,-1.36,-15.7,-12.5,-0.82,4.8
5356,10.3,25.4,25.4,3.97,1.5,-1.01,0.16,0.36,0.28,0.16,41.44
5364,6.38,18.9,2.37,0.22,-0.4,-0.04,-0.46,-5.74,-3.46,-0.73,11.65
5371,39.1,92.1,283,47.8,-4.01,6.15,1.72,0.64,0.28,0.44,56.54
5381,24.5,23.6,16.9,4.25,2.51,-0.29,1.56,7.6,4.12,0.65,9.1
5386,3.61,68.9,33.7,2.66,1.74,-0.36,1.09,16.2,5.47,3.03,20.21
5388,30,101,383,62.8,12.1,-0.26,9.35,5.94,2.1,3.15,51.15
5392,17.7,39.1,64.6,9.76,-0.08,0.41,-0.68,-0.42,-0.22,-0.39,31.29
5398,4.95,21.2,1.74,0.64,0.1,0.09,0.14,2.66,2.25,0.29,10.87
5403,7.62,123,24,9.54,5.16,0.16,4.25,16.3,9.3,5.8,34.1
5410,9.14,30.3,35,5.68,1.88,0.1,1.64,11.1,4.33,1.79,16.18
5425,26.3,49.8,136,39.4,11.4,-1.19,3.04,6.9,3.48,1.23,28.99
5426,14.4,24.1,13.3,2.68,0.85,0.1,0.56,2.5,1.84,0.39,15.22
5432,2.07,124,1.42,0.37,0.17,0.05,0.22,5.82,5.24,1.08,18.23
5434,19.2,290,503,63.5,33.8,5.45,29.6,16.1,7.86,15.45,97.5
5438,11.3,22.5,10.3,1.59,-0.17,0.8,0.57,1.68,1.41,0.72,31.57
5439,9.3,280,68.7,15.2,11.6,-0.73,8.85,29.5,10.8,9.52,38.33
5443,16.4,94.3,34.3,12.3,3.32,1.44,3.17,5.02,2.78,1.97,44
5450,12.2,13.7,18.1,4.48,0.33,-0.15,0.05,0.31,0.16,0.04,13.89
5452,14.9,24.8,37.4,4.51,1.14,-0.2,0.44,2.45,1.41,0.3,13.96
5455,6.55,30.5,20.4,4.28,3.08,0,2.31,18.3,5.76,3.53,21.1
5457,17.5,42.9,181,31.7,9.97,2.47,2.66,8.16,3.1,1.54,26.18
5460,5.88,14.7,1.77,0.51,-0.13,0,-0.12,-1.61,-1.44,-0.2,12.09
5464,7.11,25.1,7.05,0.2,-1.15,-1.39,-2.19,-17.2,-5.09,-3.07,15.81
5465,14.8,38.4,44.2,5.6,2.99,-0.04,2.02,8.45,4.81,1.37,15.48
5468,3.58,16.6,1.04,0.26,-0.07,-0.02,-0.08,-2.99,-1.19,-0.23,7.66
5469,48.6,74.7,418,85.7,48.8,5.51,23.8,7.78,3.82,4.93,67.25
5471,16.8,34.6,19.9,8.24,0.95,-0.18,0.84,2.43,2.12,0.5,20.48
5474,3.98,173,11.6,4.77,1.9,0.1,1.64,8.4,6.72,4.13,49.3
5475,12.7,41.7,5.95,1.05,-0.33,0,-0.33,-3.86,-1.6,-0.26,6.55
5478,15.6,102,47.7,25.4,8.27,2.87,8.76,8.81,4.92,5.84,58.85
5483,64.1,105,587,141,74.3,3.98,25,5.26,2.26,4.07,76.79
5484,6.68,39.9,3.29,0.73,-0.65,0.18,-0.46,-9.01,-5.08,-0.69,7.33
5487,2.42,30.9,1.25,0.41,-0.14,-0.04,-0.14,-2.64,-2.41,-0.57,21.32
5488,9.16,9.9,5.5,0.64,-0.09,0.19,0.05,0.58,0.38,0.06,9.81
5489,10.3,42.2,12.3,4.45,1.52,0.07,1.34,5.86,4.96,1.36,22.75
5490,9.62,28.6,11.3,5.09,1.55,-0.09,1.17,9.27,6.43,1.26,13.89
