zname,ename,lon,lat,geohash
iBike1.0_中山路四平街口,iBike1.0_Zhongshan Rd./Sihping St.,120.56093,24.23781,wsm9zkmg3
iBike1.0_何厝公園,iBike1.0_Hecuo Park,120.65492,24.16061,wsmc3w61z
iBike1.0_慈濟公園,iBike1.0_Cihji Park,120.73313,24.2579,wsmf5250t
iBike1.0_民生英才路口,iBike1.0_Minsheng Rd./Yingcai Rd.,120.6648,24.14435,wsmc3g37j
iBike1.0_高工南和路口,iBike1.0_Gaogong Rd./Nanhe Rd.,120.66833,24.11456,wsmc1vgvr
iBike1.0_東勢國小,iBike1.0_Tungshih Elementary School,120.82934,24.25885,wsmfj81np
iBike1.0_北新國中,iBike1.0_Pei Hsin Junior High School,120.69668,24.17888,wsmcd98sh
iBike1.0_潭子環保公園,iBike1.0_Tanzi Environmental Park,120.70885,24.20462,wsmcdy3d0
iBike1.0_中清文心路口,iBike1.0_Zhongqing Rd. /Wensin Rd.,120.67031,24.17344,wsmc9btkq
iBike1.0_梧棲國小,iBike1.0_Wu-qi Elementary School ,120.53005,24.25359,wsm9yxpr3
iBike1.0_崇光國小,iBike1.0_Chong-Guang Elementary School,120.68399,24.11477,wsmc4jzqs
iBike1.0_梧棲區公所,iBike1.0_Wuqi District Office,120.5315,24.25492,wsm9yz2r5
iBike1.0_秀泰廣場,iBike1.0_Show Time Square,120.6913,24.1401,wsmc66sdr
iBike1.0_大肚戶政事務所,iBike1.0_DaDu District Household Registration Office,120.54441,24.15446,wsm9rj1vb
iBike1.0_大肚火車站,iBike1.0_Dadu Railway Station,120.54275,24.15414,wsm9rj0s1
iBike1.0_動態公園,iBike1.0_Dynamic Park,120.54139,24.1539,wsm9qvpd9
iBike1.0_沙鹿高工,iBike1.0_Sha-Lu Industrial Senior High School,120.56583,24.23888,wsm9zs93e
iBike1.0_大弘公園,iBike1.0_Dahong Park,120.66128,24.1628,wsmc3wwye
iBike1.0_神岡高工,iBike1.0_Shengang Industrial High School,120.68146,24.24723,wsmcfnjd3
iBike1.0_惠來停車場,iBike1.0_Huilai Parking Lot,120.63961,24.15993,wsmc3npjf
iBike1.0_石岡區公所,iBike1.0_Shigang District Office,120.78055,24.27508,wsmfh7jsw
iBike1.0_大安國小,iBike1.0_Daan Elementary School,120.58721,24.34547,wsmf2pbyt
iBike1.0_潭子聯合辦公大樓,iBike1.0_Tanzi Joint Office Building,120.7227,24.20382,wsmcen5t6
iBike1.0_海墘國小,iBike1.0_Hai Chian Elementary School,120.58839,24.37892,wsmf8n1c9
iBike1.0_后里運動公園,iBike1.0_Houli Sports Park,120.7177,24.30637,wsmf6bzfy
iBike1.0_龍井火車站,iBike1.0_Longjing Railway Station,120.54372,24.19805,wsm9xj17b
iBike1.0_龍井圖書館,iBike1.0_Longjing Library,120.54509,24.19213,wsm9xh432
iBike1.0_中平國中,iBike1.0_Jhongping Junior Hight School,120.71838,24.12264,wsmc5p2kw
iBike1.0_神圳國中,iBike1.0_Shen Zun Juinor High School,120.65863,24.26049,wsmf18kzt
iBike1.0_麗寶樂園,iBike1.0_LihPao Land,120.69706,24.32349,wsmf6ebyt
iBike1.0_大雅區公所,iBike1.0_Daya District Office,120.64819,24.22917,wsmcc6v34
iBike1.0_太原火車站,iBike1.0_Taiyuan Railway Station,120.70004,24.16525,wsmc6x5hf
iBike1.0_清水火車站,iBike1.0_Qingshui Railway Station,120.57032,24.26312,wsmdp8uwu
iBike1.0_孟春兒童遊樂場,iBike1.0_Meng Chun Children's Playground,120.653,24.38297,wsmf9wbc4
iBike1.0_中科管理局,iBike1.0_Central Taiwan Science Park,120.6178,24.20889,wsmc8xp5n
iBike1.0_巨大集團總部,iBike1.0_Giant Headquarters,120.61154,24.20865,wsmc8x49s
iBike1.0_中科標準廠房,iBike1.0_Central Taiwan Science Park Standard Factory Buildings,120.62829,24.22431,wsmcbcyuf
iBike1.0_台灣美光,iBike1.0_Micron Taiwan,120.72408,24.31651,wsmf74stf
YouBike2.0_綠川東中山路口,YouBike2.0_Luchuan E. St. / Zhongshan Rd.,120.68337,24.13785,wsmc64nvn
YouBike2.0_繼光光復路口,YouBike2.0_Jiguang St. / Guangfu Rd.,120.68474,24.1411,wsmc64zbn
YouBike2.0_柳原教會,YouBike2.0_Liuyuan Presbyterian Church,120.681301,24.145923,wsmc65tkn
YouBike2.0_臺中車站(建國路),YouBike2.0_Taichung Station (Jianguo Rd.),120.68435,24.13746,wsmc64pdv
YouBike2.0_柳川東中華路口,YouBike2.0_Liuchuan E. Rd. / Zhonghua Rd.,120.6783,24.14692,wsmc65g60
YouBike2.0_柳川西民權路口,YouBike2.0_Liuchuan W. Rd. / Minquan Rd.,120.67568,24.14169,wsmc64c7e
YouBike2.0_大智機車停車場,YouBike2.0_Dazhi Scooter Parking lot,120.68789,24.13657,wsmc63fjx
YouBike2.0_秀泰生活S1館,YouBike2.0_Showtime Live Store S1,120.68933,24.14012,wsmc66e63
YouBike2.0_雙十南京路口(東北側),YouBike2.0_Shuangshi Rd. / Nanjing Rd. (Northeast),120.6860178,24.1402694,wsmc668gk
YouBike2.0_帝國製糖廠,YouBike2.0_Empire Sugar Factory,120.6924869,24.1386429,wsmc66m9f
YouBike2.0_中興大學附屬高農(中農附旅),YouBike2.0_The Affiliated Taichung Senior Agricultural Vocational High School of NCHU (Internship Hotel),120.6844,24.12688,wsmc60ptq
YouBike2.0_精武車站,YouBike2.0_Jingwu Station,120.6976,24.14952,wsmc6s331
YouBike2.0_臺中家商(大公街),YouBike2.0_Taichung Home Economics and Commercial Senior High School (Dagong St.),120.68569,24.13365,wsmc632ss
YouBike2.0_自由南京路口,YouBike2.0_Ziyou Rd. / Nanjing Rd.,120.69625,24.14267,wsmc6e034
YouBike2.0_臺中國小(信義街),YouBike2.0_Taichung Elementary School (Xinyi St.),120.68481,24.13212,wsmc61pgz
YouBike2.0_忠孝公園,YouBike2.0_Zhongxiao Park,120.6888,24.13254,wsmc634yh
YouBike2.0_東門兒童公園,YouBike2.0_Dong men Children's Park,120.69443,24.12784,wsmc62r4b
YouBike2.0_六順多功能活動中心,YouBike2.0_Liushun Multifunctional Activity Center,120.69947,24.12514,wsmc4xfej
YouBike2.0_樂成公園,YouBike2.0_Lecheng Park,120.70297,24.13637,wsmc69vhx
YouBike2.0_東峰公園,YouBike2.0_Dongfeng Park,120.68503,24.12415,wsmc4r8jm
YouBike2.0_臺中車站(大智北路),YouBike2.0_Taichung Station (Dazhi N. Rd.),120.68765,24.13777,wsmc664hd
YouBike2.0_臺中車站(復興路東側出口),YouBike2.0_Taichung Station (Fuxing Rd. East Exit),120.68631,24.136,wsmc63c46
YouBike2.0_力行國小(進化路221巷),YouBike2.0_Li Sing Elementary School (Ln. 221 Jinhua Rd.),120.69419,24.14999,wsmc6kqgf
YouBike2.0_進化精武路口(西南側),YouBike2.0_Jinhua Rd. / Jingwu Rd. (Southwest),120.69417,24.14765,wsmc67yy6
YouBike2.0_自由自由三街口,YouBike2.0_Ziyou Rd. / Ziyou 3rd St.,120.69109,24.14269,wsmc67h96
YouBike2.0_進德國小(進化路),YouBike2.0_Jin De Elementary School (Jinhua Rd.),120.69418,24.14428,wsmc67qfd
YouBike2.0_東英停車場( 一心街),YouBike2.0_Dongying Parking Lot (Yixin St.),120.70204,24.14227,wsmc6duwc
YouBike2.0_十甲里等三里多功能活動中心,YouBike2.0_Shijia Vil. dengsanli Multifunctional Activity Center,120.70408,24.14113,wsmc6dy02
YouBike2.0_仁和大智路口(西南側),YouBike2.0_Renhe Rd. / Dazhi Rd. (Southwest),120.68984,24.12628,wsmc6259v
YouBike2.0_東峰國中(仁和路),YouBike2.0_Tong Feng Junior High School (Renhe Rd.),120.68724,24.1263,wsmc621cb
YouBike2.0_東光園大智路口(東北側),YouBike2.0_Dongguangyuan Rd. / Dazhi Rd. (Northeast),120.69065,24.12473,wsmc4ru0x
YouBike2.0_新建國市場(1號門)(樂業二路),YouBike2.0_New Jianguo Market (Gate 1)(Leye 2nd Rd.),120.69486,24.13497,wsmc63xk6
YouBike2.0_樂業國小(樂業南路),YouBike2.0_Le Ye Elementary School (Leye S. Rd.),120.695,24.13803,wsmc66pqj
YouBike2.0_福聯新城,YouBike2.0_Fu Lian New Town,120.69098,24.14554,wsmc67s3z
YouBike2.0_東英公園(樂業路),YouBike2.0_Dongying Park (Leye Rd.),120.70844,24.13586,wsmc6cc1w
YouBike2.0_旱溪停車場(旱溪街),YouBike2.0_Hanxi Parking Lot (Hanxi St.),120.70949,24.14083,wsmc6f9yw
YouBike2.0_三賢停車場,YouBike2.0_Sanxian Parking Lot,120.7112,24.14413,wsmc6g71y
YouBike2.0_進業公園(東英十五街),YouBike2.0_Jinye Park (Dongying 15th St.),120.70924,24.14624,wsmc6g9y1
YouBike2.0_家庭教育中心(東英十七街),YouBike2.0_Family Education Center (Dongying 17th St.),120.7075,24.14793,wsmc6gbxb
YouBike2.0_南京東十甲路口,YouBike2.0_NanJing E. Rd. / Shijia Rd.,120.69702,24.14481,wsmc6e2vs
YouBike2.0_力行國小,YouBike2.0_Li Sing Elementary School,120.69372,24.15157,wsmc6kwmp
YouBike2.0_進德國小,YouBike2.0_Jin-De Elementary School,120.69429,24.14607,wsmc67wvh
YouBike2.0_大智國小(建德街),YouBike2.0_Dazhi Elementary School (Jiande St.),120.69144,24.12959,wsmc62sv4
YouBike2.0_東福公園(東英一街),YouBike2.0_Dongfu Park (Dongying 1st. St.),120.70382,24.13411,wsmc69mz6
YouBike2.0_旱溪東東英三街口,YouBike2.0_Hanxi E. Rd. / Dongying 3rd St.,120.70097,24.13556,wsmc69ezb
YouBike2.0_國軍英雄館,YouBike2.0_Armed Forces Hero House,120.688586,24.140048,wsmc66d9z
YouBike2.0_大智國小,YouBike2.0_Dazhi Elementary School,120.69059,24.12956,wsmc62shy
YouBike2.0_東峰公園(仁和路),YouBike2.0_Dongfeng Park (Renhe Rd.),120.68827,24.12627,wsmc62498
YouBike2.0_中興大學附屬高農,YouBike2.0_The Affiliated Taichung Senior Agricultural Vocational High School of NCHU,120.68491,24.12861,wsmc622p6
YouBike2.0_長福公園,YouBike2.0_Changfu Park,120.70205,24.14402,wsmc6ek91
YouBike2.0_東光園振興路口,YouBike2.0_Dongguangyuan Rd. / Zhenxing Rd.,120.69708,24.13333,wsmc692fv
YouBike2.0_秀泰廣場,YouBike2.0_Show Time Square,120.6913,24.1401,wsmc66sdr
YouBike2.0_樂利公園,YouBike2.0_Leli Park,120.70752,24.13885,wsmc6f2dc
YouBike2.0_樂成宮,YouBike2.0_Le Cheng Temple,120.69674,24.14059,wsmc6d8tj
YouBike2.0_新建國市場(5號門),YouBike2.0_New Jianguo Market (Gate 5),120.69385,24.13401,wsmc63qwf
YouBike2.0_建成樂業路口,YouBike2.0_Jiancheng Rd./Leye Rd.,120.69669,24.13858,wsmc6d29k
YouBike2.0_綠空廊道(南京泉源街口西南側),YouBike2.0_Taichung Overpass (Nanjing Rd. / Quanyuan St. Southwest),120.69434,24.14081,wsmc66wym
YouBike2.0_綠空廊道(南京泉源街口東南側),YouBike2.0_Taichung Overpass (Nanjing Rd. / Quanyuan St. Southeast),120.694408,24.140901,wsmc66wyz
YouBike2.0_綠空廊道(精武東光路口),YouBike2.0_Taichung Overpass (Jingwu Rd. / Dongguang Rd.),120.697793,24.147882,wsmc6ecrw
YouBike2.0_建德東光園路口,YouBike2.0_Jiande St. / Dongguangyuan Rd.,120.69679,24.12953,wsmc688sx
YouBike2.0_樂業寵物公園,YouBike2.0_Leye Pet Park,120.693,24.1368,wsmc63vzn
YouBike2.0_帝國製糖廠(復興東路),YouBike2.0_Empire Sugar Factory (Fuxing E. Rd.),120.69013,24.13835,wsmc667b5
YouBike2.0_育英公園,YouBike2.0_Yuying Park,120.69995,24.13802,wsmc6d5n0
YouBike2.0_臺中轉運站,YouBike2.0_Taichung Bus Station,120.68755,24.13887,wsmc663gp
YouBike2.0_美好莊園_夏卡爾社區,YouBike2.0_Wonderful Manor_Chagall Community,120.69932,24.12804,wsmc686s4
YouBike2.0_東英自由路口,YouBike2.0_Dongying Rd. / Ziyou Rd.,120.705976,24.143046,wsmc6ep7m
YouBike2.0_興大七中路口,YouBike2.0_Xingda Rd. / Qizhong Rd.,120.684809,24.123836,wsmc4pxgx
YouBike2.0_仁和公園,YouBike2.0_Renhe Park,120.693214,24.126275,wsmc62n1e
YouBike2.0_大智公園(立德東街),YouBike2.0_Dajhih Park (Lide E. St.),120.688892,24.124883,wsmc4rfcx
YouBike2.0_大興建功街口,YouBike2.0_Daxing St. / Jiangong St.,120.693039,24.130346,wsmc62vcr
YouBike2.0_第一廣場公園,YouBike2.0_First Square Park,120.68707,24.14148,wsmc66cdk
YouBike2.0_家庭教育中心(三賢街),YouBike2.0_Family Education Center (Sanxian St.),120.70786,24.14749,wsmc6gbv3
YouBike2.0_旱平公園,YouBike2.0_Hanping Park,120.70849,24.14165,wsmc6fc5r
YouBike2.0_中興大學附屬高農(建中街),YouBike2.0_The Affiliated Taichung Senior Agricultural Vocational High School of NCHU (Jianzhong St.),120.68516,24.12889,wsmc6282b
YouBike2.0_忠明國小(台灣大道),YouBike2.0_Chung-Ming Elementary School (Taiwan Blvd.),120.65868,24.15803,wsmc3tufx
YouBike2.0_臺灣大道美村路口(東南側),YouBike2.0_Taiwan Blvd. / Meicun Rd. (Southeast),120.66312,24.15493,wsmc3v20w
YouBike2.0_萬壽公園(向上南路),YouBike2.0_Wanshou Park (Xiangshang S. Rd.),120.6499188,24.1455119,wsmc37w9f
YouBike2.0_中興街公有停車場,YouBike2.0_Zhongxing St. Public Parking,120.66335,24.14498,wsmc3g2qe
YouBike2.0_國立臺灣美術館(五權西路),YouBike2.0_National Taiwan Museum Fine Arts (Wuquan W. Rd.),120.66374,24.14023,wsmc3f8eh
YouBike2.0_臺中市政府交通局,YouBike2.0_Transportation Bureau of Taichung City Government,120.67705,24.13989,wsmc64d35
YouBike2.0_美術館園道(五權五街),YouBike2.0_Art Museum Parkway (Wuquan 5th St.),120.66279,24.1365,wsmc39zvq
YouBike2.0_光明國中,YouBike2.0_Kuang-Ming Junior High School,120.67316,24.1322,wsmc3cps2
YouBike2.0_梅川東民生路口,YouBike2.0_Meichuan E. Rd. / Minsheng Rd.,120.66901,24.14482,wsmc3gkmz
YouBike2.0_梅川西臺灣大道二段口,"YouBike2.0_Meichuan W. Rd. / Sec. 2, Taiwan Blvd.",120.6710024,24.14949736,wsmc3umcn
YouBike2.0_臺灣大道大仁街口(東南側),YouBike2.0_Taiwan Blvd. / Daren St. (Southeast),120.6678,24.15278,wsmc3ugs5
YouBike2.0_綠十八公園,YouBike2.0_Lushiba Park,120.65719,24.14143,wsmc3dgfh
YouBike2.0_自立停車場,YouBike2.0_Zili Parking Lot,120.67177,24.13944,wsmc3fqw2
YouBike2.0_經國園道(向上路),YouBike2.0_Jingguo Parkway (Xiangshang Rd.),120.66489,24.14663,wsmc3gc2r
YouBike2.0_經國園道(向上北路),YouBike2.0_Jingguo Parkway (Xiangshang N. Rd.),120.66452,24.14784,wsmc3gcpr
YouBike2.0_草悟道(公益路155巷),YouBike2.0_Calligraphy Greenway(Ln. 155 Gongyi Rd.),120.66434,24.1488,wsmc3u1hf
YouBike2.0_臺中市民廣場(中興街),YouBike2.0_Taichung Citizen Plaza (Zhongxing St.),120.66307,24.14961,wsmc3u21t
YouBike2.0_西區社會福利服務中心,YouBike2.0_Social Welfare Service Center Of West Dist.,120.65515,24.13642,wsmc39fku
YouBike2.0_忠明公園,YouBike2.0_Zhongming Park,120.65979,24.15459,wsmc3tjy8
YouBike2.0_美術園道(五權七街),YouBike2.0_Art Museum Parkway (Wuquan 7th St.),120.66283,24.13521,wsmc39xvz
YouBike2.0_公館公園(自由路),YouBike2.0_Gong Guan Park (Ziyou Rd.),120.66928,24.13214,wsmc3chey
YouBike2.0_忠誠公園(忠明路),YouBike2.0_Zhongcheng Park (Zhongming Rd.),120.66275,24.16109,wsmc3wrut
YouBike2.0_美術園道(五權一街),YouBike2.0_Art Museum Parkway (Wuquan 1st St.),120.66284,24.13934,wsmc3drvz
YouBike2.0_茄苳腳(梅川西路),YouBike2.0_Qie Dong Jiao (Meichuan W. Rd.),120.67139,24.15039,wsmc3uqnp
YouBike2.0_樂群公園(柳川東路),YouBike2.0_Lequn Park (Liuchuan E. Rd.),120.666895,24.135563,wsmc3cdzy
YouBike2.0_廣十地下停車場,YouBike2.0_Guang Shi Underground Parking Lot,120.671917,24.140833,wsmc3fwwe
YouBike2.0_林森停車場,YouBike2.0_Linsen Parking Lot,120.673314,24.134047,wsmc3crxh
YouBike2.0_綠空廊道(建國北學府路口),YouBike2.0_Taichung Overpass (Jianguo N. Rd. / Xuefu Rd.),120.672627,24.131519,wsmc3cp0k
YouBike2.0_上公館公園(五權路),YouBike2.0_Shang Gong Guan (Wuquan Rd.),120.66582,24.136182,wsmc3cf5m
YouBike2.0_公益公園(公益路),YouBike2.0_Gongyi Park (Gongyi Rd.),120.65776,24.1508,wsmc3ss29
YouBike2.0_存中中美街口(東南側),YouBike2.0_Cunzhong St. / Zhongmei St.(Southeast),120.66027,24.14151,wsmc3dy4k
YouBike2.0_公益精誠路口(西北側),YouBike2.0_Gongyi Rd. / Jingcheng Rd. (Northwest),120.654952,24.150976,wsmc3sd38
YouBike2.0_萬壽棒球場(向上路）,YouBike2.0_Wan-Shou Baseball Field (Xiangshang Rd.),120.6507125,24.1466031,wsmc37z0j
YouBike2.0_臺中教育大學(英才校區),YouBike2.0_National Taichung University of Education (Yingcai Campus),120.667731,24.144309,wsmc3g7dc
YouBike2.0_大益公園,YouBike2.0_Da Yi Park,120.65278,24.14879,wsmc3s0sv
YouBike2.0_館前臺灣大道二段口,YouBike2.0_Guanqian Rd. / Taiwan Blvd.Sec. 2,120.663823,24.153911,wsmc3v0dw
YouBike2.0_公益公園,YouBike2.0_Gongyi Park,120.65752,24.15071,wsmc3ss05
YouBike2.0_忠明國小,YouBike2.0_Chung-Ming Elementary School,120.65917,24.15676,wsmc3tt76
YouBike2.0_科博館/金典酒店,YouBike2.0_National Museum Of Natural Science / Splendor Hotel,120.66304,24.15552,wsmc3v2hh
YouBike2.0_大墩文化中心,YouBike2.0_Dadun Cultural Center,120.66653,24.14124,wsmc3ff8v
YouBike2.0_臺中教育大學,YouBike2.0_Taichung University Of Education,120.67118,24.14521,wsmc3gw04
YouBike2.0_中山地政事務所,YouBike2.0_Zhongshan Land Office,120.6737,24.13654,wsmc3czvt
YouBike2.0_大忠公園,YouBike2.0_Da Zhong Park,120.6562,24.14338,wsmc3e5jm
YouBike2.0_臺中女中,YouBike2.0_National Taichung Girls' Senior High School,120.67733,24.13557,wsmc61dxc
YouBike2.0_中正國小,YouBike2.0_Chung-Cheng Elementary School,120.66628,24.15248,wsmc3ufd2
YouBike2.0_五權西忠明南路口,YouBike2.0_Wuquan W. Rd. / Zhongming S. Rd.,120.65708,24.13977,wsmc3deb3
YouBike2.0_臺中州廳,YouBike2.0_Taichung Prefectural Hall,120.67875,24.13829,wsmc645xd
YouBike2.0_精誠大墩四街口,YouBike2.0_Jingcheng Rd. / Dadun 4th St.,120.654664,24.140527,wsmc3ddhc
YouBike2.0_國立臺灣美術館,YouBike2.0_National Taiwan Museum of Fine Arts,120.66177,24.14104,wsmc3dxpz
YouBike2.0_經國園道,YouBike2.0_Greenway,120.66477,24.14677,wsmc3gc3h
YouBike2.0_民生英才路口,YouBike2.0_Minsheng Rd./Yingcai Rd.,120.6648,24.14435,wsmc3g37j
YouBike2.0_土庫公園,YouBike2.0_Tu Ku Park,120.65788,24.1364,wsmc39uks
YouBike2.0_美術園道,YouBike2.0_Art Museum Parkway,120.66293,24.13508,wsmc3c8j4
YouBike2.0_公益精誠路口(西南側),YouBike2.0_Gongyi Rd. / Jingcheng Rd.(Southwest),120.6549,24.15077,wsmc3sd0q
YouBike2.0_西區忠勤公園,YouBike2.0_West District Zhongqin Park,120.66957,24.1427,wsmc3ghck
YouBike2.0_五權三五權西二街口,YouBike2.0_Wuquan 3rd St. / Wuquan W. 2nd St.,120.66392,24.13791,wsmc3f0v9
YouBike2.0_忠明南民生路口,YouBike2.0_Zhongming S. Rd. / Minsheng Rd.,120.65716,24.14452,wsmc3e7u5
YouBike2.0_民權梅川東路口,YouBike2.0_Minquan Rd. / Meichuan E. Rd.,120.67042,24.14629,wsmc3gtw2
YouBike2.0_臺中市民廣場(公益路155巷),YouBike2.0_Taichung Citizen Plaza (Ln. 155 Gongyi Rd.),120.66422,24.150648,wsmc3u3p8
YouBike2.0_東昇公園,YouBike2.0_朝陽街/大全街口(東南側),120.670649,24.135,wsmc3ctst
YouBike2.0_藍興公園,YouBike2.0_Lanxing Park,120.668472,24.134175,wsmc3ckpg
YouBike2.0_柳川東南屯路口(南北兩側),YouBike2.0_Liuchuan E. Rd. / Nantun Rd. (North and South Sides),120.663239,24.132188,wsmc3c0k1
YouBike2.0_忠明高中,YouBike2.0_Chungming Senior High School,120.66358,24.157768,wsmc3vb91
YouBike2.0_建國台中路口,YouBike2.0_Jianguo Rd. / Taichung Rd.,120.682066,24.135622,wsmc61vbp
YouBike2.0_綠空廊道(康樂街),YouBike2.0_Taichung Overpass (Kangle St.),120.67825,24.13385,wsmc617jz
YouBike2.0_綠空廊道(林森路),YouBike2.0_Taichung Overpass (Linsen Rd.),120.67592,24.13283,wsmc611xb
YouBike2.0_臺中市立居仁國民中學,YouBike2.0_Taichung Municipal Chu Jen Junior High School,120.67834,24.13657,wsmc61gm9
YouBike2.0_柳川東自治街口,YouBike2.0_Liuchuan E. Rd. / Zizhi St.,120.670262,24.138997,wsmc3fm7u
YouBike2.0_忠明高中(博館路華美街口),YouBike2.0_Chungming Senior High School (Boguan Rd. / Huamei St.),120.66249,24.15837,wsmc3tzsx
YouBike2.0_大勇國小(五權八街),YouBike2.0_Da Yung Elementary School (Wuquan 8th St.),120.6601,24.13434,wsmc39w08
YouBike2.0_臺灣大道臺灣大道二段179巷口,"YouBike2.0_Taiwan Blvd. / Ln. 179, Sec 2, Taiwan Blvd.",120.66867,24.15162,wsmc3usjr
YouBike2.0_中正國小(臺灣大道二段179巷),"YouBike2.0_Chung-Cheng Elementary School (Ln. 179, Sec 2, Taiwan Blvd.)",120.66801,24.15144,wsmc3ueu2
YouBike2.0_建國民生路口(東南側),YouBike2.0_Jianguo Rd. / Minsheng Rd. (Southeast),120.68051,24.13486,wsmc61sge
YouBike2.0_捷運大慶站,YouBike2.0_TMRT Daqing Sta.,120.64744,24.11914,wsmc1qub1
YouBike2.0_工學北工學路口(東北側),YouBike2.0_Gongxue N. Rd. / Gongxue Rd. (Northeast),120.65907,24.11732,wsmc1wmm8
YouBike2.0_臺中高工,YouBike2.0_Taichung Industrial High School,120.6632,24.11343,wsmc1v8qb
YouBike2.0_三民西忠明南路口(西側),YouBike2.0_Sanmin W. Rd. / Zhongming S. Rd. (West),120.65687,24.13016,wsmc38g8k
YouBike2.0_忠明南南屯路口,YouBike2.0_Zhongming S. Rd. / Nantun Rd.,120.6574,24.13371,wsmc39kj1
YouBike2.0_標準檢驗局臺中分局(工學路),"YouBike2.0_Taichung Branch, Bureau of Standards, Metrology and Inspection (Gongxue Rd.)",120.66414,24.11691,wsmc1y2gn
YouBike2.0_五權車站,YouBike2.0_Wuquan Station,120.66611,24.12874,wsmc3bd2h
YouBike2.0_學府永和街口,YouBike2.0_Xuefu Rd. / Yonghe St.,120.67435,24.12833,wsmc602ms
YouBike2.0_國光忠明南路口,YouBike2.0_Guoguang Rd. / Zhongming S. Rd.,120.6791,24.11891,wsmc4neyf
YouBike2.0_明德中學附設幼兒園,YouBike2.0_The Affiliated Kindergarten Of Ming-Der Senior High School,120.68204,24.11925,wsmc4nvbz
YouBike2.0_福順公園(平順街),YouBike2.0_Fushun Park (Pingshun St.),120.66232,24.12411,wsmc1xxt5
YouBike2.0_和平公園,YouBike2.0_Heping Park,120.65804,24.1189,wsmc1wswb
YouBike2.0_東興文心南十路口,YouBike2.0_Dongxing Rd. / Wenxin S. Rd.,120.6579,24.11804,wsmc1ws3u
YouBike2.0_文心南建國南路口,YouBike2.0_Wenxin S. / Jianguo S. Rd.,120.65034,24.120506,wsmc1rnbh
YouBike2.0_西川一建國北路口,YouBike2.0_Xichuan 1st Rd. / Jianguo N. Rd.,120.65754,24.125,wsmc1xu4k
YouBike2.0_國光國小(仁和路),YouBike2.0_Kuo-Kuang Elementary School (Renhe Rd.),120.67955,24.1263,wsmc60h1v
YouBike2.0_崇倫公園(美村路),YouBike2.0_Chonglun Park (Meicun Rd.),120.66167,24.13159,wsmc39p0s
YouBike2.0_綠空廊道(美村路),YouBike2.0_Taichung Overpass (Meicun Rd.),120.66245,24.1272,wsmc38pxn
YouBike2.0_民興公園(建國北路),YouBike2.0_Min Xing Park (Jianguo N. Rd.),120.66421,24.12821,wsmc3b2vp
YouBike2.0_南平公園(和昌街),YouBike2.0_Nan Ping Park (Hechang St.),120.66905,24.12508,wsmc1zudb
YouBike2.0_國立公共資訊圖書館(五權南路),YouBike2.0_National Library Of Public Information (Wuquan S. Rd.),120.670323,24.126652,wsmc3bj7y
YouBike2.0_樹義國小(福田五街),YouBike2.0_Shu Yi Elementary School (Futian 5th St.),120.657669,24.112372,wsmc1ts0x
YouBike2.0_建國南路一段236巷口,"YouBike2.0_Ln. 236, Sec. 1, Jianguo N. Rd.",120.656993,24.123479,wsmc1xe9r
YouBike2.0_建國北柳川東路口,YouBike2.0_Jianguo N. Rd. / Liuchuan E. Rd.,120.659792,24.12632,wsmc38jf0
YouBike2.0_建國南忠明南730巷口,"YouBike2.0_Jianguo S. Rd. / Ln.730 Zhongming S, Rd.",120.659691,24.124791,wsmc1xv9n
YouBike2.0_忠孝國光路口(西南側),YouBike2.0_Zhongxiao Rd. / Guoguang Rd. (Southwest),120.67759,24.12789,wsmc606ep
YouBike2.0_福田水資源中心(福田二街),YouBike2.0_Futian Water Resources Center (Futian 2nd St.),120.65789,24.10888,wsmc1sukk
YouBike2.0_大慶街二段6-16巷文心南路口,YouBike2.0_Ln.6-16 Daqing St. Sec.2 / Wenxin S. Rd.,120.65387,24.11638,wsmc1w32n
YouBike2.0_工學南和路口,YouBike2.0_Gongxue Rd. / Nanhe Rd.,120.66844,24.116817,wsmc1yk4d
YouBike2.0_忠明南工學二街口,YouBike2.0_Zhongming S. Rd. / Gongxue 2nd St.,120.66449,24.11897,wsmc1y9pn
YouBike2.0_忠明南工學五街口,YouBike2.0_Zhongming S. Rd. / Gongxue 5th St.,120.663345,24.119607,wsmc1yb6g
YouBike2.0_樹仔腳公園,YouBike2.0_Shu zi jiao Park,120.653861,24.118915,wsmc1w9qy
YouBike2.0_復興北東興路一段口,YouBike2.0_Fuxing N. Rd. / Dongxing Rd. Sec.1,120.65585,24.120226,wsmc1wfyt
YouBike2.0_樹仁公園(福田二街),YouBike2.0_Shuren Park (Futian 2nd St.),120.6527,24.10875,wsmc1sbee
YouBike2.0_樹義公園(福田三街),YouBike2.0_Shuyi Park (Futian 3rd St.),120.6549,24.11099,wsmc1t60w
YouBike2.0_長春國民運動中心(合作街),YouBike2.0_Changchun Civil Sports Center (Hezuo St.),120.68065,24.13113,wsmc60uyn
YouBike2.0_美村南平路口,YouBike2.0_Meicun Rd. / Nanping Rd.,120.665591,24.123776,wsmc1zd50
YouBike2.0_樹義園道,YouBike2.0_Shuyi Parkway,120.65652,24.11533,wsmc1w53u
YouBike2.0_忠明南美村南路口,YouBike2.0_Zhorgming S. Rd. / Meicun S. Rd.,120.66733,24.11898,wsmc1yer0
YouBike2.0_中山醫學大學,YouBike2.0_Chung Shan Medical University,120.65271,24.12212,wsmc1x29e
