Entity,Year,Primary,Fossil,Low-carbon,Coal%d,Gas%d,Oil%d,Nuclear%d,Hydro%d,Renewables%d,Solar%d,Wind%d,renewables-other%d,Coal%s,Gas%s,Oil%s,Nuclear%s,Hydro%s,Renewables%s,Solar%s,Wind%s,Renewables-other%s,Fossil%s,Low-carbon%s,Coal%d_gr,Coal%s_gr,Gas%d_gr,Gas%s_gr,Oil%d_gr,Oil%s_gr,Nuclear%d_gr,Nuclear%s_gr,Hydro%d_gr,Hydro%s_gr,Solar%d_gr,Solar%s_gr,Wind%d_gr,Wind%s_gr,Renewables-other%d_gr,Renewables-other%s_gr,Renewables%d_gr,Renewables%s_gr,Fossil%d_gr,Fossil%s_gr,Low-carbon%d_gr,Low-carbon%s_gr,Fossil%d,Low-carbon%d,Coal_pc,Oil_pc,Gas_pc,Nuclear_pc,Solar_pc,Wind_pc,Hydro_pc,Renewables_pc,Fossil_pc,Low-carbon_pc,Renewables-other_pc,Hydro_s,Nuclear_s,Renewables_s,Solar_s,Wind_s,renewables-other_s,Low-carbon_s,Primary_d,Biofuels,Biofuels%d,Biofuels%s,Biofuels%d_gr,Biofuels%s_gr,Biofuels_pc
Africa,1965,,658.940796041104,,,,,,,,,,,46.3749178035984,1.36814868114706,46.7195783079899,0,5.53735520726459,,0,0,0,94.4626447927354,,,,,,,,,,,,,,,,,,,,,,,,,,1010.46203477324,1017.97183470536,29.8105606586522,0,0,0,120.653307326414,,2058.24443013725,,0,38.626795345856,0,,0,0,0,,,,,,,,
Africa,1966,,690.502006012274,,,,,,,,,,,44.0470132182053,1.45448980503305,48.6255092399611,0,5.87298766106899,,0,0,0,94.1270122631994,,-0.115594888373827,-0.373945299156048,11.7999890271459,1.126162845374,9.45349254246157,30.808992424952,,0,11.5375448652644,4.456583843042,,0,,0,,0,,,4.78968826346595,31.5612099711699,,,,,984.358169683977,1086.67793292318,32.5047901707574,0,0,0,131.248930682025,,2103.54089277792,,0,43.083379188898,0,,0,0,0,,,,,,,,
Africa,1967,,694.670847680678,,,,,,,,,,,44.655463837017,1.42577587410793,47.8382712163603,0,6.08048911007039,,0,0,0,93.9195109274852,,2.21878643337041,7.16939712440205,-1.16445516155,-0.124246488286,-0.806344637084333,-2.87630896771196,,0,4.38834377870989,1.890646790294,,0,,0,,0,,,0.603740703445532,4.16884166840407,,,,,981.168820180374,1051.10139041746,31.3271145798845,0,0,0,133.600366307289,,2063.59732517772,,0,44.974025979192,0,,0,0,0,,,,,,,,
Africa,1968,,727.596509021186,,,,,,,,,,,44.0286902778351,1.37002517939483,47.8586111368035,0,6.74267340596657,,0,0,0,93.2573265940334,,4.00292551268915,13.221336688172,1.35885158339477,0.143300114639999,5.52831613099125,19.561024537696,,0,16.9709462439661,7.632517772676,,0,,0,,0,,,4.7397499766167,32.925661340508,,,,,994.882951933683,1081.42477150176,30.9574208566902,0,0,0,152.359081765141,,2107.26514429213,,0,52.606543751868,0,,0,0,0,,,,,,,,
Africa,1969,,737.67147624782,,,,,,,,,,,43.3812163236607,1.56333249113894,47.3725252860959,0,7.68292586434148,,0,0,0,92.3170741008956,,0.911177057578461,3.13001333734195,16.8681364701738,1.803031442424,1.37707560767535,5.14192244686802,,0,16.6991874673539,8.78486536122001,,0,,0,,0,,,1.38469152912615,10.0749672266339,,,,,978.623692254745,1068.66241972162,35.2667431748742,0,0,0,173.316792700912,,2082.55285515124,,0,61.391409113088,0,,0,0,0,,,,,,,,
Africa,1970,,794.684489635972,,,,,,,,,,,41.3980250449424,1.78100766484326,48.0135186641897,0,8.80744859414879,,0,0,0,91.1925513739753,,4.07161862989083,14.1139890689601,24.2421177162743,3.028327700438,10.5328603984776,39.8706966187539,,0,25.0195367701398,15.359846176756,,0,,0,,0,,,7.72878106635624,57.013013388152,,,,,992.596432089223,1151.21548108601,42.7030480736171,0,0,0,211.175340873644,,2186.51496124885,,0,76.751255289844,0,,0,0,0,,,,,,,,
Africa,1971,,874.458740399766,,,,,,,,,,,40.4374187406651,1.94317862771016,49.9423495711525,0,7.62895669098977,,0,0,0.048096340155421,92.3229469395278,,6.16909037663294,22.2554369710019,18.5881327298952,2.884940919062,13.0575916636906,54.63387287373,,0,-5.85238417102003,-4.49177831564201,,0,,0,,0.45555592,,,10.0384809071002,79.7742507637939,,,,,1026.88754751133,1268.26040002648,49.3460264658055,0,0,0,193.733449623046,,2344.49397400362,,1.22138193595436,72.259476974202,0,,0,0,0.45555592,,,,,,,,
Africa,1972,,921.609053119986,,,,,,,,,,,38.2534886013541,2.45630441940867,51.0490354629259,0,8.19553810676068,,0,0,0.045633409550632,91.7588284836887,,0.312910228727947,1.19848568101003,34.0413126685725,6.265398345648,8.38964114421994,39.686428693562,,0,13.9151620560163,10.05502332179,,0,,0,0.609756097560976,0.00277778,,,5.39194252877673,47.1503127202202,,,,,1003.5866205669,1339.27991554799,64.441553999094,0,0,0,215.011302054162,,2407.30809011398,,1.19720007116535,82.314500295992,0,,0,0,0.4583337,,,,,,,,
Africa,1973,,999.903877978018,,,,,,,,,,,37.6027946444273,3.63712456114615,50.7096971393176,0,8.00695879412412,,0,0,0.043424860984829,91.9496163448911,,6.42864536491734,24.69956975964,60.3191657115378,14.881146349352,7.5506241497395,38.7141087490399,,0,5.77902962908181,4.756979361136,,0,,0,3.03030303030303,0.0138889,,,8.49544875812309,78.2948248580319,,,,,1040.3687130744,1403.00163464162,100.629504661875,0,0,0,221.531125413765,,2543.9998523779,,1.20144971046499,87.071479657128,0,,0,0,0.4722226,,,,,,,,
Africa,1974,,1040.19451715495,,,,,,,,,,,37.3454141706957,3.90596991574511,50.0132897225704,0,8.69267572379312,,0,0,0.042650491567339,91.2646738090113,,4.0927975145044,16.735886166476,12.5574491993968,4.966700084468,3.37081216354311,18.5880529259861,,0,13.7861513772303,12.003805991926,,0,,0,2.94117647058825,0.0138889,,,4.02945123669334,40.29063917693,,,,,1054.50456527754,1412.20129721797,110.291000902112,0,0,0,245.450919176306,,2576.99686339763,,1.20430149371275,99.075285649054,0,,0,0,0.4861115,,,,,,,,
Africa,1975,,1101.14384563659,,,,,,,,,,,37.3908459316996,4.44617821668904,49.4386275658775,0,8.68474445640523,,0,0,0.039603829328612,91.2756517142662,,5.9754500192281,25.434297847422,20.4856240904411,9.119897295912,4.63048608878769,26.3951333383119,,0,5.75010914197693,5.69693705754601,,0,,0,-1.71428571428572,-0.00833334,,,5.8594164337983,60.949328481646,,,,,1087.79370777878,1438.29396333038,129.350501901243,0,0,0,252.661049461172,,2655.4381730104,,1.15217495817833,104.7722227066,0,,0,0,0.47777816,,,,,,,,
Africa,1976,,1204.2656414673,,,,,,,,,,,36.4206457631202,4.61671360874292,50.133818059604,0,8.78991762020825,,0,0,0.038904948324647,91.1711774314671,,6.64929037275754,29.9936764949219,13.6898482807389,7.34301837440999,11.0299114574702,65.785100961372,,0,10.8162321567147,11.332406843696,,0,,0,7.55813953488373,0.03611114,,,9.36497045679685,103.121795830704,,,,,1128.90135956493,1553.95749256531,143.100545320624,0,0,0,272.45398163601,,2825.95939745086,,1.20590528084403,116.104629550296,0,,0,0,0.5138893,,,,,,,,
Africa,1977,,1261.03772744049,,,,,,,,,,,35.3958476431002,4.91196789053748,50.4703089660903,0,9.18408235763387,,0,0,0.037793122641859,90.7781244997279,,2.20845346895648,10.6243073883281,11.8934659136719,7.252806635574,5.87351320860319,38.8949719492862,,0,9.88365747943833,11.475383902522,,0,,0,2.16216216216214,0.01111112,,,4.71424941626801,56.7720859731883,,,,,1122.45914184084,1600.49450607134,155.766385898015,0,0,0,291.241992724389,,2878.7200338102,,1.19848057986361,127.580013452818,0,,0,0,0.52500042,,,,,,,,
Africa,1978,,1313.34020567132,,,,,,,,,,,33.1238731723884,6.75002712563173,51.1714342840964,0,8.91711514155065,,0,0,0.03755025707632,91.0453345821165,,-2.82345248008196,-13.8828833285199,42.6995712686187,29.13573025301,5.28446533192655,37.049631306348,,0,0.823385027825307,1.05047472926802,,0,,0,3.17460317460319,0.01666668,,,4.14757442166269,52.3024782308382,,,,,1060.86083833679,1638.87146865344,216.183638852444,0,0,0,285.5891337157,,2915.91594584268,,1.2026249766876,128.630488182086,0,,0,0,0.5416671,,,,,,,,
Africa,1979,,1443.22222624352,,,,,,,,,,,32.0745893893975,9.41173084395312,49.7724227486287,0,8.70595208483,,0,0,0.035304915626057,91.2587429819793,,6.15957592676482,29.4314371562419,52.8632762591879,51.47295923389,6.63514748969607,48.9776241820679,,0,7.036298212475,9.05082474065398,,0,,0,3.07692307692309,0.01666668,,,9.88944220327202,129.8820205722,,,,,1095.13152912554,1699.39352211962,321.347315338151,0,0,0,297.24971700823,,3115.87236658331,,1.20542544647484,137.68131292274,0,,0,0,0.55833378,,,,,,,,
Africa,1980,,1563.34735623244,,,,,,,,,,,32.0093336956596,11.0071091255886,49.0468765765055,0,7.90281965303456,,0,0,0.033860965569679,92.0633193977537,,7.1582608303348,36.310092103606,25.5780980598479,38.071191845818,5.81145887621466,45.743846039492,,0,-2.52888672993831,-3.48180445210801,,0,,0,2.98507462686564,0.01666668,,,8.32339800514177,120.125129988916,,,,,1141.00228081037,1748.32124193844,392.358576933708,0,0,0,281.703309874524,,3281.68209968251,,1.20700541013398,134.199508470632,0,,0,0,0.57500046,,,,,,,,
Africa,1981,,1750.66862664489,,,,,,,,,,,33.6277366644302,12.0850190803642,46.8809673165603,0,7.37424879711582,,0,0,0.032028156221288,92.5937230613547,,16.97001672339,92.2417976822682,22.2440180808189,41.577212150632,6.42379869157967,53.5022605795519,,0,3.89371190354957,5.22534223582602,,0,,0,5.31400966183577,0.03055558,,,11.982063337727,187.321270412452,,,,,1297.53898329883,1808.91991854862,466.305048334373,0,0,0,284.538188885107,,3572.76395018182,,1.23581856474641,139.424850706458,0,,0,0,0.60555604,,,,,,,,
Africa,1982,,1878.45072275938,,,,,,,,,,,34.7363273231609,12.2232060743484,46.0990394861014,0,6.90895081112321,,0,0,0.032476291504927,93.0585728836107,,10.2826713231363,65.3771514683458,7.98385058331494,18.242407093914,4.98235941810974,44.1625375522241,,0,0.026559530092651,0.03703058518002,,0,,0,8.25688073394495,0.05000004,,,7.2990453001591,127.782096114484,,,,,1391.12930020351,1846.18609629449,489.518075824725,0,0,0,276.691425020338,,3726.83347232272,,1.30061880906824,139.461881291638,0,,0,0,0.65555608,,,,,,,,
Africa,1983,,1946.66965427892,,,,,,,,,,,34.4065735317622,13.0861645968439,46.4133960593153,0,6.06304618451838,,0,0,0.030819627560211,93.9061341879214,,1.72141755349413,12.0701743783542,9.9466807296704,24.541817966772,3.39662143051713,31.6069391744199,,0,-9.8774122229527,-13.77522490906,,0,,0,-2.54237288135594,-0.01666668,,,3.63165936124932,68.2189315195462,,,,,1375.64923973743,1855.707978119,523.213169195961,0,0,0,242.413702327145,,3754.57038705239,,1.23223538034254,125.686656382578,0,,0,0,0.6388894,,,,,,,,
Africa,1984,,2005.43979601722,,,,,,,,,,,35.6398699689879,12.1417317410287,45.90532420275,0.509338925604646,5.77336947791118,,0,0,0.030365683717576,93.6869259127666,,6.96138795830923,49.6518641659039,-4.19225945777445,-11.372575486942,2.12969982722055,20.490853059336,,10.9027865,-1.6734460203172,-2.10329834930401,,0,,0,1.73913043478262,0.01111112,,,3.01900949702054,58.7701417382978,,,,,1430.40338510381,1842.40658540669,487.307450854962,20.4422778193069,0,0,231.713731050228,,3760.11742136546,,1.21872433368607,123.583358033274,10.9027865,,0,0,0.65000052,,,,,,,,
Africa,1985,,2070.74155409192,,,,,,,,,,,35.400337681079,12.5400853036451,45.184663612866,0.663959985005782,6.17734942192599,,0,0,0.033603995478185,93.12508659759,,3.18103099760398,24.268037192192,7.28732734155584,18.939981540862,2.24841009831132,22.093739341644,35.4140127388535,3.8611142,11.1479316172123,13.776988243804,,0,,0,14.9572649572649,0.0972223,,,3.25623128674253,65.3017580746982,,,,,1434.7962767603,1831.36069781215,508.256951276012,26.9106843834797,0,0,250.371565115439,,3774.41392584847,,1.36198948243764,137.360346277078,14.7639007,,0,0,0.74722282,,,,,,,,
Africa,1986,,2108.47490038968,,,,,,,,,,,35.3718612071476,13.7591129498018,43.4747963900798,1.07398486900771,6.23984517141323,,0,0,0.080399412549821,92.6057705470292,,2.31084796589478,18.19022149661,12.3469073278119,34.42848309832,-1.48152515653066,-14.885358297166,65.6255879586077,9.68889664,3.42911829786352,4.71024876819598,,0,,0,144.981412639405,1.0833342,,,1.82221418328137,37.733346297764,,,,,1427.11012396077,1754.03046229524,555.124008668623,43.3309027920721,0,0,251.752266128199,,3736.26459492463,,3.24378790639277,142.070595045274,24.45279734,,0,0,1.83055702,,,,,,,,
Africa,1987,,2191.59442049636,,,,,,,,,,,35.2954254819216,13.7796892170304,44.3105583250916,0.729947897598579,5.80649587475485,,0,0,0.077883203603027,93.3856730240435,,2.85136425195009,22.9636542042422,3.22824269882329,10.1131628127459,5.05560131241225,50.0427030896861,-29.9443371577871,-7.32222808,-4.08426581960248,-5.80254075313999,,0,,0,-0.151745068285292,-0.00277778,,,3.94216312896647,83.1195201066744,,,,,1427.09535594326,1791.60305171502,557.152385031818,29.5138885711135,0,0,234.773293819921,,3775.8507926901,,3.14904145934696,136.268054292134,17.13056926,,0,0,1.82777924,,,,,,,,
Africa,1988,,2336.99157098065,,,,,,,,,,,35.3695056684531,14.2423774915163,43.2456882494846,1.15813102097913,5.91520483925783,,0,0,0.069092730309057,92.857571409454,,7.46584562631294,61.8411219728578,10.8416447952183,35.06021138148,4.66355524713693,48.4958171299559,70.1475595913734,12.01667628,9.24851909871696,12.602777026658,,0,,0,-4.86322188449848,-0.08888896,,,6.63430920997525,145.397150484293,,,,,1491.43498783851,1823.55199230182,600.561972789936,48.835206841186,0,0,249.427954696282,,3915.54895293026,,2.91345082269918,148.870831318792,29.14724554,,0,0,1.73889028,,,,,,,,
Africa,1989,,2335.63818600905,,,,,,,,,,,33.1004031164261,14.7146173184864,44.7036170997196,1.22125220140819,6.19222012896837,,0,0,0.067890134991337,92.5186375346321,,-6.12697643936334,-54.5399864097319,3.63417463001827,13.026510976756,3.68987831438781,40.1600904613799,5.77527875726678,1.68333468000001,5.0057573819777,7.45211262835201,,0,,0,-1.43769968051118,-0.02500002,,,-0.057911418611922,-1.35338497159592,,,,,1362.02964317101,1839.48368944695,605.483410736781,50.2526115544602,0,0,254.800140742388,,3806.99674335474,,2.79357251365906,156.322943947144,30.83058022,,0,0,1.71389026,,,,,,,,
