iso_code,zh_name,continent,location,date,new_deaths,new_deaths_smoothed,new_deaths_per_million,new_deaths_smoothed_per_million
ARG,阿根廷,South America,Argentina,2020-01-01,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-02,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-03,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-04,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-05,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-06,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-07,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-08,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-09,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-10,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-11,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-12,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-13,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-14,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-15,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-16,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-17,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-18,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-19,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-20,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-21,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-22,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-23,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-24,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-25,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-26,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-27,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-28,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-29,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-30,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-01-31,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-01,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-02,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-03,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-04,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-05,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-06,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-07,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-08,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-09,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-10,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-11,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-12,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-13,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-14,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-15,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-16,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-17,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-18,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-19,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-20,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-21,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-22,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-23,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-24,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-25,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-26,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-27,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-28,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-02-29,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-03-01,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-03-02,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-03-03,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-03-04,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-03-05,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-03-06,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-03-07,0,0,0,0
ARG,阿根廷,South America,Argentina,2020-03-08,1.0,0,0.022,0
ARG,阿根廷,South America,Argentina,2020-03-09,0.0,0,0.0,0
ARG,阿根廷,South America,Argentina,2020-03-10,0.0,0,0.0,0
ARG,阿根廷,South America,Argentina,2020-03-11,0.0,0,0.0,0
ARG,阿根廷,South America,Argentina,2020-03-12,0.0,0,0.0,0
ARG,阿根廷,South America,Argentina,2020-03-13,1.0,0.286,0.022,0.006
ARG,阿根廷,South America,Argentina,2020-03-14,0.0,0.286,0.0,0.006
ARG,阿根廷,South America,Argentina,2020-03-15,0.0,0.143,0.0,0.003
ARG,阿根廷,South America,Argentina,2020-03-16,0.0,0.143,0.0,0.003
ARG,阿根廷,South America,Argentina,2020-03-17,0.0,0.143,0.0,0.003
ARG,阿根廷,South America,Argentina,2020-03-18,0.0,0.143,0.0,0.003
ARG,阿根廷,South America,Argentina,2020-03-19,1.0,0.286,0.022,0.006
ARG,阿根廷,South America,Argentina,2020-03-20,0.0,0.143,0.0,0.003
ARG,阿根廷,South America,Argentina,2020-03-21,1.0,0.286,0.022,0.006
ARG,阿根廷,South America,Argentina,2020-03-22,0.0,0.286,0.0,0.006
ARG,阿根廷,South America,Argentina,2020-03-23,0.0,0.286,0.0,0.006
ARG,阿根廷,South America,Argentina,2020-03-24,2.0,0.571,0.044,0.013
ARG,阿根廷,South America,Argentina,2020-03-25,2.0,0.857,0.044,0.019
ARG,阿根廷,South America,Argentina,2020-03-26,1.0,0.857,0.022,0.019
ARG,阿根廷,South America,Argentina,2020-03-27,4.0,1.429,0.088,0.031
ARG,阿根廷,South America,Argentina,2020-03-28,5.0,2.0,0.11,0.044
ARG,阿根廷,South America,Argentina,2020-03-29,1.0,2.143,0.022,0.047
ARG,阿根廷,South America,Argentina,2020-03-30,4.0,2.714,0.088,0.06
ARG,阿根廷,South America,Argentina,2020-03-31,4.0,3.0,0.088,0.066
ARG,阿根廷,South America,Argentina,2020-04-01,1.0,2.857,0.022,0.063
ARG,阿根廷,South America,Argentina,2020-04-02,8.0,3.857,0.176,0.085
ARG,阿根廷,South America,Argentina,2020-04-03,3.0,3.714,0.066,0.082
ARG,阿根廷,South America,Argentina,2020-04-04,4.0,3.571,0.088,0.078
ARG,阿根廷,South America,Argentina,2020-04-05,1.0,3.571,0.022,0.078
ARG,阿根廷,South America,Argentina,2020-04-06,4.0,3.571,0.088,0.078
ARG,阿根廷,South America,Argentina,2020-04-07,8.0,4.143,0.176,0.091
ARG,阿根廷,South America,Argentina,2020-04-08,7.0,5.0,0.154,0.11
ARG,阿根廷,South America,Argentina,2020-04-09,9.0,5.143,0.198,0.113
ARG,阿根廷,South America,Argentina,2020-04-10,10.0,6.143,0.22,0.135
ARG,阿根廷,South America,Argentina,2020-04-11,1.0,5.714,0.022,0.126
ARG,阿根廷,South America,Argentina,2020-04-12,7.0,6.571,0.154,0.144
ARG,阿根廷,South America,Argentina,2020-04-13,7.0,7.0,0.154,0.154
ARG,阿根廷,South America,Argentina,2020-04-14,5.0,6.571,0.11,0.144
ARG,阿根廷,South America,Argentina,2020-04-15,9.0,6.857,0.198,0.151
ARG,阿根廷,South America,Argentina,2020-04-16,4.0,6.143,0.088,0.135
ARG,阿根廷,South America,Argentina,2020-04-17,8.0,5.857,0.176,0.129
ARG,阿根廷,South America,Argentina,2020-04-18,6.0,6.571,0.132,0.144
ARG,阿根廷,South America,Argentina,2020-04-19,3.0,6.0,0.066,0.132
ARG,阿根廷,South America,Argentina,2020-04-20,4.0,5.571,0.088,0.122
ARG,阿根廷,South America,Argentina,2020-04-21,11.0,6.429,0.242,0.141
ARG,阿根廷,South America,Argentina,2020-04-22,5.0,5.857,0.11,0.129
ARG,阿根廷,South America,Argentina,2020-04-23,13.0,7.143,0.286,0.157
ARG,阿根廷,South America,Argentina,2020-04-24,11.0,7.571,0.242,0.166
ARG,阿根廷,South America,Argentina,2020-04-25,9.0,8.0,0.198,0.176
ARG,阿根廷,South America,Argentina,2020-04-26,7.0,8.571,0.154,0.188
ARG,阿根廷,South America,Argentina,2020-04-27,5.0,8.714,0.11,0.191
ARG,阿根廷,South America,Argentina,2020-04-28,10.0,8.571,0.22,0.188
ARG,阿根廷,South America,Argentina,2020-04-29,7.0,8.857,0.154,0.195
ARG,阿根廷,South America,Argentina,2020-04-30,4.0,7.571,0.088,0.166
ARG,阿根廷,South America,Argentina,2020-05-01,7.0,7.0,0.154,0.154
ARG,阿根廷,South America,Argentina,2020-05-02,12.0,7.429,0.264,0.163
ARG,阿根廷,South America,Argentina,2020-05-03,9.0,7.714,0.198,0.17
ARG,阿根廷,South America,Argentina,2020-05-04,14.0,9.0,0.308,0.198
ARG,阿根廷,South America,Argentina,2020-05-05,4.0,8.143,0.088,0.179
ARG,阿根廷,South America,Argentina,2020-05-06,9.0,8.429,0.198,0.185
ARG,阿根廷,South America,Argentina,2020-05-07,9.0,9.143,0.198,0.201
ARG,阿根廷,South America,Argentina,2020-05-08,11.0,9.714,0.242,0.213
ARG,阿根廷,South America,Argentina,2020-05-09,7.0,9.0,0.154,0.198
ARG,阿根廷,South America,Argentina,2020-05-10,5.0,8.429,0.11,0.185
ARG,阿根廷,South America,Argentina,2020-05-11,9.0,7.714,0.198,0.17
ARG,阿根廷,South America,Argentina,2020-05-12,5.0,7.857,0.11,0.173
ARG,阿根廷,South America,Argentina,2020-05-13,10.0,8.0,0.22,0.176
ARG,阿根廷,South America,Argentina,2020-05-14,24.0,10.143,0.527,0.223
ARG,阿根廷,South America,Argentina,2020-05-15,3.0,9.0,0.066,0.198
ARG,阿根廷,South America,Argentina,2020-05-16,7.0,9.0,0.154,0.198
ARG,阿根廷,South America,Argentina,2020-05-17,10.0,9.714,0.22,0.213
ARG,阿根廷,South America,Argentina,2020-05-18,9.0,9.714,0.198,0.213
ARG,阿根廷,South America,Argentina,2020-05-19,11.0,10.571,0.242,0.232
ARG,阿根廷,South America,Argentina,2020-05-20,10.0,10.571,0.22,0.232
ARG,阿根廷,South America,Argentina,2020-05-21,13.0,9.0,0.286,0.198
ARG,阿根廷,South America,Argentina,2020-05-22,17.0,11.0,0.374,0.242
ARG,阿根廷,South America,Argentina,2020-05-23,12.0,11.714,0.264,0.257
ARG,阿根廷,South America,Argentina,2020-05-24,7.0,11.286,0.154,0.248
ARG,阿根廷,South America,Argentina,2020-05-25,15.0,12.143,0.33,0.267
ARG,阿根廷,South America,Argentina,2020-05-26,17.0,13.0,0.374,0.286
ARG,阿根廷,South America,Argentina,2020-05-27,16.0,13.857,0.352,0.304
ARG,阿根廷,South America,Argentina,2020-05-28,8.0,13.143,0.176,0.289
ARG,阿根廷,South America,Argentina,2020-05-29,12.0,12.429,0.264,0.273
ARG,阿根廷,South America,Argentina,2020-05-30,8.0,11.857,0.176,0.261
ARG,阿根廷,South America,Argentina,2020-05-31,11.0,12.429,0.242,0.273
ARG,阿根廷,South America,Argentina,2020-06-01,17.0,12.714,0.374,0.279
ARG,阿根廷,South America,Argentina,2020-06-02,13.0,12.143,0.286,0.267
ARG,阿根廷,South America,Argentina,2020-06-03,14.0,11.857,0.308,0.261
ARG,阿根廷,South America,Argentina,2020-06-04,25.0,14.286,0.549,0.314
ARG,阿根廷,South America,Argentina,2020-06-05,24.0,16.0,0.527,0.352
ARG,阿根廷,South America,Argentina,2020-06-06,16.0,17.143,0.352,0.377
ARG,阿根廷,South America,Argentina,2020-06-07,16.0,17.857,0.352,0.392
ARG,阿根廷,South America,Argentina,2020-06-08,29.0,19.571,0.637,0.43
ARG,阿根廷,South America,Argentina,2020-06-09,24.0,21.143,0.527,0.465
ARG,阿根廷,South America,Argentina,2020-06-10,18.0,21.714,0.396,0.477
ARG,阿根廷,South America,Argentina,2020-06-11,30.0,22.429,0.659,0.493
ARG,阿根廷,South America,Argentina,2020-06-12,20.0,21.857,0.439,0.48
ARG,阿根廷,South America,Argentina,2020-06-13,30.0,23.857,0.659,0.524
ARG,阿根廷,South America,Argentina,2020-06-14,18.0,24.143,0.396,0.53
ARG,阿根廷,South America,Argentina,2020-06-15,21.0,23.0,0.461,0.505
ARG,阿根廷,South America,Argentina,2020-06-16,24.0,23.0,0.527,0.505
ARG,阿根廷,South America,Argentina,2020-06-17,35.0,25.429,0.769,0.559
ARG,阿根廷,South America,Argentina,2020-06-18,35.0,26.143,0.769,0.574
ARG,阿根廷,South America,Argentina,2020-06-19,31.0,27.714,0.681,0.609
ARG,阿根廷,South America,Argentina,2020-06-20,13.0,25.286,0.286,0.556
ARG,阿根廷,South America,Argentina,2020-06-21,19.0,25.429,0.417,0.559
ARG,阿根廷,South America,Argentina,2020-06-22,32.0,27.0,0.703,0.593
ARG,阿根廷,South America,Argentina,2020-06-23,35.0,28.571,0.769,0.628
ARG,阿根廷,South America,Argentina,2020-06-24,38.0,29.0,0.835,0.637
ARG,阿根廷,South America,Argentina,2020-06-25,34.0,28.857,0.747,0.634
ARG,阿根廷,South America,Argentina,2020-06-26,34.0,29.286,0.747,0.643
ARG,阿根廷,South America,Argentina,2020-06-27,23.0,30.714,0.505,0.675
ARG,阿根廷,South America,Argentina,2020-06-28,25.0,31.571,0.549,0.694
ARG,阿根廷,South America,Argentina,2020-06-29,48.0,33.857,1.055,0.744
ARG,阿根廷,South America,Argentina,2020-06-30,27.0,32.714,0.593,0.719
ARG,阿根廷,South America,Argentina,2020-07-01,44.0,33.571,0.967,0.738
ARG,阿根廷,South America,Argentina,2020-07-02,34.0,33.571,0.747,0.738
ARG,阿根廷,South America,Argentina,2020-07-03,52.0,36.143,1.143,0.794
ARG,阿根廷,South America,Argentina,2020-07-04,44.0,39.143,0.967,0.86
ARG,阿根廷,South America,Argentina,2020-07-05,26.0,39.286,0.571,0.863
ARG,阿根廷,South America,Argentina,2020-07-06,75.0,43.143,1.648,0.948
ARG,阿根廷,South America,Argentina,2020-07-07,62.0,48.143,1.362,1.058
ARG,阿根廷,South America,Argentina,2020-07-08,50.0,49.0,1.099,1.077
ARG,阿根廷,South America,Argentina,2020-07-09,26.0,47.857,0.571,1.052
ARG,阿根廷,South America,Argentina,2020-07-10,54.0,48.143,1.187,1.058
ARG,阿根廷,South America,Argentina,2020-07-11,36.0,47.0,0.791,1.033
ARG,阿根廷,South America,Argentina,2020-07-12,35.0,48.286,0.769,1.061
ARG,阿根廷,South America,Argentina,2020-07-13,58.0,45.857,1.274,1.008
ARG,阿根廷,South America,Argentina,2020-07-14,65.0,46.286,1.428,1.017
ARG,阿根廷,South America,Argentina,2020-07-15,82.0,50.857,1.802,1.117
ARG,阿根廷,South America,Argentina,2020-07-16,62.0,56.0,1.362,1.23
ARG,阿根廷,South America,Argentina,2020-07-17,66.0,57.714,1.45,1.268
ARG,阿根廷,South America,Argentina,2020-07-18,42.0,58.571,0.923,1.287
ARG,阿根廷,South America,Argentina,2020-07-19,40.0,59.286,0.879,1.303
ARG,阿根廷,South America,Argentina,2020-07-20,113.0,67.143,2.483,1.475
ARG,阿根廷,South America,Argentina,2020-07-21,117.0,74.571,2.571,1.639
ARG,阿根廷,South America,Argentina,2020-07-22,98.0,76.857,2.153,1.689
ARG,阿根廷,South America,Argentina,2020-07-23,114.0,84.286,2.505,1.852
ARG,阿根廷,South America,Argentina,2020-07-24,105.0,89.857,2.307,1.974
ARG,阿根廷,South America,Argentina,2020-07-25,86.0,96.143,1.89,2.113
ARG,阿根廷,South America,Argentina,2020-07-26,46.0,97.0,1.011,2.131
ARG,阿根廷,South America,Argentina,2020-07-27,120.0,98.0,2.637,2.153
ARG,阿根廷,South America,Argentina,2020-07-28,120.0,98.429,2.637,2.163
ARG,阿根廷,South America,Argentina,2020-07-29,109.0,100.0,2.395,2.197
ARG,阿根廷,South America,Argentina,2020-07-30,153.0,105.571,3.362,2.32
ARG,阿根廷,South America,Argentina,2020-07-31,102.0,105.143,2.241,2.31
ARG,阿根廷,South America,Argentina,2020-08-01,53.0,100.429,1.165,2.207
ARG,阿根廷,South America,Argentina,2020-08-02,52.0,101.286,1.143,2.226
ARG,阿根廷,South America,Argentina,2020-08-03,165.0,107.714,3.626,2.367
ARG,阿根廷,South America,Argentina,2020-08-04,166.0,114.286,3.648,2.511
ARG,阿根廷,South America,Argentina,2020-08-05,127.0,116.857,2.791,2.568
ARG,阿根廷,South America,Argentina,2020-08-06,145.0,115.714,3.186,2.543
ARG,阿根廷,South America,Argentina,2020-08-07,160.0,124.0,3.516,2.725
ARG,阿根廷,South America,Argentina,2020-08-08,112.0,132.429,2.461,2.91
ARG,阿根廷,South America,Argentina,2020-08-09,83.0,136.857,1.824,3.007
ARG,阿根廷,South America,Argentina,2020-08-10,158.0,135.857,3.472,2.985
ARG,阿根廷,South America,Argentina,2020-08-11,240.0,146.429,5.274,3.217
ARG,阿根廷,South America,Argentina,2020-08-12,209.0,158.143,4.592,3.475
ARG,阿根廷,South America,Argentina,2020-08-13,149.0,158.714,3.274,3.487
ARG,阿根廷,South America,Argentina,2020-08-14,165.0,159.429,3.626,3.503
ARG,阿根廷,South America,Argentina,2020-08-15,110.0,159.143,2.417,3.497
ARG,阿根廷,South America,Argentina,2020-08-16,66.0,156.714,1.45,3.443
ARG,阿根廷,South America,Argentina,2020-08-17,111.0,150.0,2.439,3.296
ARG,阿根廷,South America,Argentina,2020-08-18,234.0,149.143,5.142,3.277
ARG,阿根廷,South America,Argentina,2020-08-19,282.0,159.571,6.196,3.506
ARG,阿根廷,South America,Argentina,2020-08-20,187.0,165.0,4.109,3.626
ARG,阿根廷,South America,Argentina,2020-08-21,213.0,171.857,4.68,3.776
ARG,阿根廷,South America,Argentina,2020-08-22,118.0,173.0,2.593,3.801
ARG,阿根廷,South America,Argentina,2020-08-23,137.0,183.143,3.01,4.024
ARG,阿根廷,South America,Argentina,2020-08-24,381.0,221.714,8.372,4.872
ARG,阿根廷,South America,Argentina,2020-08-25,197.0,216.429,4.329,4.756
ARG,阿根廷,South America,Argentina,2020-08-26,276.0,215.571,6.065,4.737
ARG,阿根廷,South America,Argentina,2020-08-27,211.0,219.0,4.636,4.812
ARG,阿根廷,South America,Argentina,2020-08-28,221.0,220.143,4.856,4.837
ARG,阿根廷,South America,Argentina,2020-08-29,82.0,215.0,1.802,4.724
ARG,阿根廷,South America,Argentina,2020-08-30,104.0,210.286,2.285,4.621
ARG,阿根廷,South America,Argentina,2020-08-31,203.0,184.857,4.461,4.062
ARG,阿根廷,South America,Argentina,2020-09-01,259.0,193.714,5.691,4.256
ARG,阿根廷,South America,Argentina,2020-09-02,199.0,182.714,4.373,4.015
ARG,阿根廷,South America,Argentina,2020-09-03,243.0,187.286,5.339,4.115
ARG,阿根廷,South America,Argentina,2020-09-04,262.0,193.143,5.757,4.244
ARG,阿根廷,South America,Argentina,2020-09-05,116.0,198.0,2.549,4.351
ARG,阿根廷,South America,Argentina,2020-09-06,120.0,200.286,2.637,4.401
ARG,阿根廷,South America,Argentina,2020-09-07,270.0,209.857,5.933,4.611
ARG,阿根廷,South America,Argentina,2020-09-08,276.0,212.286,6.065,4.665
ARG,阿根廷,South America,Argentina,2020-09-09,253.0,220.0,5.559,4.834
ARG,阿根廷,South America,Argentina,2020-09-10,249.0,220.857,5.471,4.853
ARG,阿根廷,South America,Argentina,2020-09-11,241.0,217.857,5.296,4.787
ARG,阿根廷,South America,Argentina,2020-09-12,115.0,217.714,2.527,4.784
ARG,阿根廷,South America,Argentina,2020-09-13,89.0,213.286,1.956,4.687
ARG,阿根廷,South America,Argentina,2020-09-14,315.0,219.714,6.922,4.828
ARG,阿根廷,South America,Argentina,2020-09-15,185.0,206.714,4.065,4.542
ARG,阿根廷,South America,Argentina,2020-09-16,264.0,208.286,5.801,4.577
ARG,阿根廷,South America,Argentina,2020-09-17,344.0,221.857,7.559,4.875
ARG,阿根廷,South America,Argentina,2020-09-18,196.0,215.429,4.307,4.734
ARG,阿根廷,South America,Argentina,2020-09-19,143.0,219.429,3.142,4.822
ARG,阿根廷,South America,Argentina,2020-09-20,254.0,243.0,5.581,5.339
ARG,阿根廷,South America,Argentina,2020-09-21,429.0,259.286,9.426,5.697
ARG,阿根廷,South America,Argentina,2020-09-22,470.0,300.0,10.327,6.592
ARG,阿根廷,South America,Argentina,2020-09-23,424.0,322.857,9.317,7.094
ARG,阿根廷,South America,Argentina,2020-09-24,390.0,329.429,8.569,7.239
ARG,阿根廷,South America,Argentina,2020-09-25,442.0,364.571,9.712,8.011
ARG,阿根廷,South America,Argentina,2020-09-26,335.0,392.0,7.361,8.613
ARG,阿根廷,South America,Argentina,2020-09-27,206.0,385.143,4.526,8.463
ARG,阿根廷,South America,Argentina,2020-09-28,364.0,375.857,7.998,8.259
ARG,阿根廷,South America,Argentina,2020-09-29,406.0,366.714,8.921,8.058
ARG,阿根廷,South America,Argentina,2020-09-30,418.0,365.857,9.185,8.039
ARG,阿根廷,South America,Argentina,2020-10-01,3351.0,788.857,73.632,17.334
ARG,阿根廷,South America,Argentina,2020-10-02,311.0,770.143,6.834,16.922
ARG,阿根廷,South America,Argentina,2020-10-03,196.0,750.286,4.307,16.486
ARG,阿根廷,South America,Argentina,2020-10-04,223.0,752.714,4.9,16.539
ARG,阿根廷,South America,Argentina,2020-10-05,450.0,765.0,9.888,16.809
ARG,阿根廷,South America,Argentina,2020-10-06,359.0,758.286,7.888,16.662
ARG,阿根廷,South America,Argentina,2020-10-07,399.0,755.571,8.767,16.602
ARG,阿根廷,South America,Argentina,2020-10-08,484.0,346.0,10.635,7.603
ARG,阿根廷,South America,Argentina,2020-10-09,515.0,375.143,11.316,8.243
ARG,阿根廷,South America,Argentina,2020-10-10,356.0,398.0,7.822,8.745
ARG,阿根廷,South America,Argentina,2020-10-11,287.0,407.143,6.306,8.946
ARG,阿根廷,South America,Argentina,2020-10-12,318.0,388.286,6.987,8.532
ARG,阿根廷,South America,Argentina,2020-10-13,386.0,392.143,8.482,8.617
ARG,阿根廷,South America,Argentina,2020-10-14,349.0,385.0,7.669,8.46
ARG,阿根廷,South America,Argentina,2020-10-15,421.0,376.0,9.251,8.262
ARG,阿根廷,South America,Argentina,2020-10-16,381.0,356.857,8.372,7.841
ARG,阿根廷,South America,Argentina,2020-10-17,384.0,360.857,8.438,7.929
ARG,阿根廷,South America,Argentina,2020-10-18,160.0,342.714,3.516,7.53
ARG,阿根廷,South America,Argentina,2020-10-19,449.0,361.429,9.866,7.942
ARG,阿根廷,South America,Argentina,2020-10-20,384.0,361.143,8.438,7.935
ARG,阿根廷,South America,Argentina,2020-10-21,419.0,371.143,9.207,8.155
ARG,阿根廷,South America,Argentina,2020-10-22,438.0,373.571,9.624,8.208
ARG,阿根廷,South America,Argentina,2020-10-23,381.0,373.571,8.372,8.208
ARG,阿根廷,South America,Argentina,2020-10-24,275.0,358.0,6.043,7.866
ARG,阿根廷,South America,Argentina,2020-10-25,283.0,375.571,6.218,8.252
ARG,阿根廷,South America,Argentina,2020-10-26,405.0,369.286,8.899,8.114
ARG,阿根廷,South America,Argentina,2020-10-27,429.0,375.714,9.426,8.256
ARG,阿根廷,South America,Argentina,2020-10-28,341.0,364.571,7.493,8.011
ARG,阿根廷,South America,Argentina,2020-10-29,371.0,355.0,8.152,7.8
ARG,阿根廷,South America,Argentina,2020-10-30,350.0,350.571,7.691,7.703
ARG,阿根廷,South America,Argentina,2020-10-31,210.0,341.286,4.614,7.499
ARG,阿根廷,South America,Argentina,2020-11-01,138.0,320.571,3.032,7.044
ARG,阿根廷,South America,Argentina,2020-11-02,483.0,331.714,10.613,7.289
ARG,阿根廷,South America,Argentina,2020-11-03,429.0,331.714,9.426,7.289
ARG,阿根廷,South America,Argentina,2020-11-04,468.0,349.857,10.283,7.687
ARG,阿根廷,South America,Argentina,2020-11-05,246.0,332.0,5.405,7.295
ARG,阿根廷,South America,Argentina,2020-11-06,370.0,334.857,8.13,7.358
ARG,阿根廷,South America,Argentina,2020-11-07,212.0,335.143,4.658,7.364
ARG,阿根廷,South America,Argentina,2020-11-08,212.0,345.714,4.658,7.596
ARG,阿根廷,South America,Argentina,2020-11-09,347.0,326.286,7.625,7.169
ARG,阿根廷,South America,Argentina,2020-11-10,276.0,304.429,6.065,6.689
ARG,阿根廷,South America,Argentina,2020-11-11,348.0,287.286,7.647,6.313
ARG,阿根廷,South America,Argentina,2020-11-12,251.0,288.0,5.515,6.328
ARG,阿根廷,South America,Argentina,2020-11-13,263.0,272.714,5.779,5.992
ARG,阿根廷,South America,Argentina,2020-11-14,262.0,279.857,5.757,6.149
ARG,阿根廷,South America,Argentina,2020-11-15,129.0,268.0,2.835,5.889
ARG,阿根廷,South America,Argentina,2020-11-16,291.0,260.0,6.394,5.713
ARG,阿根廷,South America,Argentina,2020-11-17,379.0,274.714,8.328,6.036
ARG,阿根廷,South America,Argentina,2020-11-18,241.0,259.429,5.296,5.7
ARG,阿根廷,South America,Argentina,2020-11-19,185.0,250.0,4.065,5.493
ARG,阿根廷,South America,Argentina,2020-11-20,258.0,249.286,5.669,5.478
ARG,阿根廷,South America,Argentina,2020-11-21,112.0,227.857,2.461,5.007
ARG,阿根廷,South America,Argentina,2020-11-22,100.0,223.714,2.197,4.916
ARG,阿根廷,South America,Argentina,2020-11-23,120.0,199.286,2.637,4.379
ARG,阿根廷,South America,Argentina,2020-11-24,310.0,189.429,6.812,4.162
ARG,阿根廷,South America,Argentina,2020-11-25,282.0,195.286,6.196,4.291
ARG,阿根廷,South America,Argentina,2020-11-26,227.0,201.286,4.988,4.423
ARG,阿根廷,South America,Argentina,2020-11-27,275.0,203.714,6.043,4.476
ARG,阿根廷,South America,Argentina,2020-11-28,106.0,202.857,2.329,4.457
ARG,阿根廷,South America,Argentina,2020-11-29,151.0,210.143,3.318,4.617
ARG,阿根廷,South America,Argentina,2020-11-30,257.0,229.714,5.647,5.048
ARG,阿根廷,South America,Argentina,2020-12-01,198.0,213.714,4.351,4.696
ARG,阿根廷,South America,Argentina,2020-12-02,228.0,206.0,5.01,4.526
ARG,阿根廷,South America,Argentina,2020-12-03,149.0,194.857,3.274,4.282
ARG,阿根廷,South America,Argentina,2020-12-04,207.0,185.143,4.548,4.068
ARG,阿根廷,South America,Argentina,2020-12-05,120.0,187.143,2.637,4.112
ARG,阿根廷,South America,Argentina,2020-12-06,138.0,185.286,3.032,4.071
ARG,阿根廷,South America,Argentina,2020-12-07,118.0,165.429,2.593,3.635
ARG,阿根廷,South America,Argentina,2020-12-08,121.0,154.429,2.659,3.393
ARG,阿根廷,South America,Argentina,2020-12-09,213.0,152.286,4.68,3.346
ARG,阿根廷,South America,Argentina,2020-12-10,209.0,160.857,4.592,3.535
ARG,阿根廷,South America,Argentina,2020-12-11,175.0,156.286,3.845,3.434
ARG,阿根廷,South America,Argentina,2020-12-12,62.0,148.0,1.362,3.252
ARG,阿根廷,South America,Argentina,2020-12-13,98.0,142.286,2.153,3.126
ARG,阿根廷,South America,Argentina,2020-12-14,275.0,164.714,6.043,3.619
ARG,阿根廷,South America,Argentina,2020-12-15,163.0,170.714,3.582,3.751
ARG,阿根廷,South America,Argentina,2020-12-16,161.0,163.286,3.538,3.588
ARG,阿根廷,South America,Argentina,2020-12-17,169.0,157.571,3.713,3.462
ARG,阿根廷,South America,Argentina,2020-12-18,138.0,152.286,3.032,3.346
